fain_id,nf_name,pdf_name,rep_type,rep_date,download_record
43543,LIFE CARE CENTER OF KIRKLAND,R LIFE CARE CENTER OF KIRKLAND complaint ZPFF11 4-11-19 em.pdf,Inspection,Apr-19,Tue Mar 17 16:03:23 2020
43543,LIFE CARE CENTER OF KIRKLAND,R LIFE CARE CENTER OF KIRKLAND PKV911 survey 02-26-18 em.pdf,Inspection,Apr-18,Tue Mar 17 16:03:25 2020
43543,LIFE CARE CENTER OF KIRKLAND,R Life Care Center of Kirkland CI 6Q0311 4-25-2018 - tj.pdf,Investigation,Jun-18,Tue Mar 17 16:03:27 2020
43543,LIFE CARE CENTER OF KIRKLAND,R life care center of kirkland osri11 complaint 10-16-17 - hd.pdf,Investigation,Nov-17,Tue Mar 17 16:03:29 2020
43543,LIFE CARE CENTER OF KIRKLAND,R life care center of kirkland 102m11 complaint 7-3-17 - hd.pdf,Investigation,Aug-17,Tue Mar 17 16:03:31 2020
43634,MIRABELLA,"Mirabella (G, CMP, CF) 7 17 19.pdf",Enforcement Letter,Jul-19,Tue Mar 17 16:03:36 2020
43634,MIRABELLA,"Mirabella (G, CMP, CF) 7 31 18.pdf",Enforcement Letter,Jul-18,Tue Mar 17 16:03:38 2020
43634,MIRABELLA,Mirabella Seattle 505520 (Results Letter) Oct 2019.pdf,Informal Dispute Resolution Letter,Oct-19,Tue Mar 17 16:03:42 2020
43634,MIRABELLA,Mirabella Seattle 505520 IDR scheduling letter.pdf,Informal Dispute Resolution Letter,Aug-19,Tue Mar 17 16:03:44 2020
43634,MIRABELLA,R Mirabella Seattle complaint JFYP11 12-18-2018-st.pdf,Inspection,Mar-19,Tue Mar 17 16:03:45 2020
43634,MIRABELLA,R MIRABELLA SEATTLE XO9111 Survey 09-15-2017 - ks.pdf,Inspection,Nov-17,Tue Mar 17 16:03:47 2020
43634,MIRABELLA,R Mirabelle Seattle complaint SYNI11 07-17-2019-st.pdf,Investigation,Aug-19,Tue Mar 17 16:03:48 2020
43634,MIRABELLA,R Mirabella Seattle 29YJ11 11-08-2017 - ks.pdf,Investigation,Dec-17,Tue Mar 17 16:03:49 2020
43489,MISSION HEALTHCARE AT BELLEVUE,"Mission Healthcare of Bellevue (G, CMP, CF) 2 7 19.pdf",Enforcement Letter,Feb-19,Tue Mar 17 16:03:55 2020
43489,MISSION HEALTHCARE AT BELLEVUE,"Mission Healthcare (IJ, R, Sub, CMP) 5 17.pdf",Enforcement Letter,May-17,Tue Mar 17 16:03:56 2020
43489,MISSION HEALTHCARE AT BELLEVUE,Mission Healthcare at Bellevue 505500 (IDR Results) Sep 2017.pdf,Informal Dispute Resolution Letter,Sep-17,Tue Mar 17 16:04:01 2020
43489,MISSION HEALTHCARE AT BELLEVUE,Mission Healthcare at Bellevue 505500 IIDR Withdrawal Letter Sept 17.pdf,Informal Dispute Resolution Letter,Sep-17,Tue Mar 17 16:04:02 2020
43489,MISSION HEALTHCARE AT BELLEVUE,R Mission Healthcare at Bellevue complaint TFI711 02-07-2019-st.pdf,Inspection,Mar-19,Tue Mar 17 16:04:04 2020
43489,MISSION HEALTHCARE AT BELLEVUE,MISSION HEALTHCARE AT BELLEVUE I67J12.pdf,Inspection,Apr-18,Tue Mar 17 16:04:06 2020
43489,MISSION HEALTHCARE AT BELLEVUE,R MISSION HEALTHCARE AT BELLEVUE I67J11 complaint 02-08-18 em.pdf,Inspection,Feb-18,Tue Mar 17 16:04:08 2020
43489,MISSION HEALTHCARE AT BELLEVUE,R Mission Healthcare at Bellevue complaint 9R3I11 06-07-2019-st.pdf,Investigation,Jun-19,Tue Mar 17 16:04:09 2020
43489,MISSION HEALTHCARE AT BELLEVUE,R Mission Healthcare at Bellevue complaint 1DXV11 08-28-2018-st.pdf,Investigation,Oct-18,Tue Mar 17 16:04:10 2020
43489,MISSION HEALTHCARE AT BELLEVUE,R MISSION HEALTHCARE AT BELLEVUE Complaint AMENDED  05-15-2017 - tj.pdf,Investigation,Jun-17,Tue Mar 17 16:04:16 2020
44664,North Auburn Rehabilitation & Health Center,"North Auburn Rehab and Health (GG, CMP, CF) 1 16 20.pdf",Enforcement Letter,Jan-20,Tue Mar 17 16:04:22 2020
44664,North Auburn Rehabilitation & Health Center,North Auburn Enf Doc.pdf,Enforcement Letter,Sep-19,Tue Mar 17 16:04:23 2020
44664,North Auburn Rehabilitation & Health Center,North Auburn (Hx D prior G) 11 28 18.pdf,Enforcement Letter,Dec-18,Tue Mar 17 16:04:24 2020
44664,North Auburn Rehabilitation & Health Center,R north auburn rehab & health center qtcc11 survey 6-13-17 - hd.pdf,Inspection,Aug-17,Tue Mar 17 16:04:42 2020
44664,North Auburn Rehabilitation & Health Center,R North Auburn Rehab & Health Center 37VM11 complaint 09-10-2019 - cc.pdf,Investigation,Oct-19,Tue Mar 17 16:04:44 2020
44664,North Auburn Rehabilitation & Health Center,R North Auburn Rehab & Health Center 9DD511 Complaint 5-4-18 - cc.pdf,Investigation,Jun-18,Tue Mar 17 16:04:45 2020
44664,North Auburn Rehabilitation & Health Center,R North Auburn Rehab & Halth Center X8JB11 10-20-2017 - ks.pdf,Investigation,Nov-17,Tue Mar 17 16:04:46 2020
44664,North Auburn Rehabilitation & Health Center,R north auburn rehab & health center uyyd11 complaint 8-9-17 - hd.pdf,Investigation,Sep-17,Tue Mar 17 16:04:48 2020
44664,North Auburn Rehabilitation & Health Center,R North Auburn Rehab and Health Center Complaint 04-06-2017.pdf,Investigation,Apr-17,Tue Mar 17 16:04:49 2020
44664,North Auburn Rehabilitation & Health Center,R North Auburn Rehab & Health Center - BIC Complaint EMQM11 - 2-21-17 mj.pdf,Investigation,Mar-17,Tue Mar 17 16:04:50 2020
44664,North Auburn Rehabilitation & Health Center,NORTH AUBURN REHAB & HEALTH CENTER EMQM12.pdf,Investigation,Mar-17,Tue Mar 17 16:04:52 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (FP, Prior IJ, N, SP, Hx prior GG) 11 8 19.pdf",Enforcement Letter,Nov-19,Tue Mar 17 16:04:57 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (Temp Manager, GG, CMP, SP) 9 24 19.pdf",Enforcement Letter,Oct-19,Tue Mar 17 16:04:58 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (GG, CMP, CF) 8 7 19.pdf",Enforcement Letter,Aug-19,Tue Mar 17 16:05:00 2020
44165,Paramount Rehabilitation and Nursing,Paramount Nursing and Rehab (Hx D prior GG) 8 19 19.pdf,Enforcement Letter,Aug-19,Tue Mar 17 16:05:01 2020
44165,Paramount Rehabilitation and Nursing,"Paramount Nursing (GG, CMP, CF) 4 5 19.pdf",Enforcement Letter,Apr-19,Tue Mar 17 16:05:02 2020
44165,Paramount Rehabilitation and Nursing,Paramount (Hx E prior D) 1 15 19.pdf,Enforcement Letter,Jan-19,Tue Mar 17 16:05:04 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (GG, CMP, CF) 9 6 18.pdf",Enforcement Letter,Sep-18,Tue Mar 17 16:05:05 2020
44165,Paramount Rehabilitation and Nursing,Paramount (BIC - Lift Cond) 5 30 18.pdf,Enforcement Letter,Jun-18,Tue Mar 17 16:05:06 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (Hx J, Cont Cond, SUB, CF, prior D) 4 23 18.pdf",Enforcement Letter,May-18,Tue Mar 17 16:05:07 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab and Nursing (Special Focus Facility) 6 17.pdf,Enforcement Letter,Jun-17,Tue Mar 17 16:05:08 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",Enforcement Letter,May-17,Tue Mar 17 16:05:09 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (BIC - Lift Cond, SP) 5 17.pdf",Enforcement Letter,May-17,Tue Mar 17 16:05:11 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (Failed post E, prior IJ) 3 17.pdf",Enforcement Letter,Mar-17,Tue Mar 17 16:05:12 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab & Nursing 505511 - IDR Result - January 2019.pdf,Informal Dispute Resolution Letter,Jan-19,Tue Mar 17 16:05:27 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rhab and Nursing 505511 IDR scheduling letter-Phone-Mike.pdf,Informal Dispute Resolution Letter,Nov-18,Tue Mar 17 16:05:28 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab & Nursing 505511 (IDR Results) June 2018.pdf,Informal Dispute Resolution Letter,Jun-18,Tue Mar 17 16:05:29 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab & Nursing 505511 Scheduling Letter 6-18.pdf,Informal Dispute Resolution Letter,Jun-18,Tue Mar 17 16:05:31 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab & Nursing 505511 - IDR Result - February 2018.pdf,Informal Dispute Resolution Letter,Feb-18,Tue Mar 17 16:05:32 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab & Nursing 505511 Re-Scheduling Letter 1-18.pdf,Informal Dispute Resolution Letter,Jan-18,Tue Mar 17 16:05:33 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab & Nursing 505511 Scheduling Letter 12-17.pdf,Informal Dispute Resolution Letter,Dec-17,Tue Mar 17 16:05:34 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehabilitation  and Nursing 505511 (IDR results) AUG 2017.pdf,Informal Dispute Resolution Letter,Aug-17,Tue Mar 17 16:05:35 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab & Nursing 505511 Scheduling Letter June 17.pdf,Informal Dispute Resolution Letter,Jun-17,Tue Mar 17 16:05:36 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab and Nursing 505511 Re-Scheduling Letter May 17.pdf,Informal Dispute Resolution Letter,May-17,Tue Mar 17 16:05:37 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab and Nursing 505511 Scheduling Letter May 17.pdf,Informal Dispute Resolution Letter,May-17,Tue Mar 17 16:05:39 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab & Nursing 505511 - IDR Result - May 2017.pdf,Informal Dispute Resolution Letter,May-17,Tue Mar 17 16:05:40 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehbailitation and Nursing 9DLK11 survey 9-24-19 - nm.pdf,Inspection,Sep-19,Tue Mar 17 16:05:47 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing ZPSP11 complaint 04-05-2019 - aa.pdf,Inspection,Mar-19,Tue Mar 17 16:05:48 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing 2SNK11 complaint 10-18-2018 - aa.pdf,Inspection,Dec-18,Tue Mar 17 16:05:50 2020
44165,Paramount Rehabilitation and Nursing,PARAMOUNT REHABILITATION AND NURSING VLQL12.pdf,Inspection,May-18,Tue Mar 17 16:05:52 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabiltiation and Nursing - Long Term Care Survey Amended SOD - ks.pdf,Inspection,Apr-18,Tue Mar 17 16:06:02 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehab and Nursing EHLT11 11-08-2017 - ks.pdf,Inspection,Jan-18,Tue Mar 17 16:06:05 2020
44165,Paramount Rehabilitation and Nursing,PARAMOUNT REHABILITATION AND NURSING DFD114.pdf,Inspection,May-17,Tue Mar 17 16:06:07 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing survey 04-27-2017 - hd.pdf,Inspection,Apr-17,Tue Mar 17 16:06:23 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing survey 03-16-2017 - hd.pdf,Inspection,Mar-17,Tue Mar 17 16:07:06 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing OHQT11 complaint 8-7-19 - nm.pdf,Investigation,Sep-19,Tue Mar 17 16:07:08 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing Y6VV11 complaint 8-19-19 - nm.pdf,Investigation,Sep-19,Tue Mar 17 16:07:09 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing Z4ZT11 survey 7-9-19 - nm.pdf,Investigation,Sep-19,Tue Mar 17 16:07:11 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing BNRM11 complaint 6-20-19 - nm.pdf,Investigation,Jul-19,Tue Mar 17 16:07:12 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing U7MG11 complaint 6-5-19 - nm.pdf,Investigation,Jul-19,Tue Mar 17 16:07:14 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing V3PK11 complaint 5-23-19 - nm.pdf,Investigation,Jul-19,Tue Mar 17 16:07:15 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation & Nursing ULKR11 complaint 12-26-2018 - aa.pdf,Investigation,Feb-19,Tue Mar 17 16:07:17 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing REBS11 complaint 01-15-2019 - aa.pdf,Investigation,Feb-19,Tue Mar 17 16:07:18 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing TSQY11 complaint 10-30-2018 - aa.pdf,Investigation,Dec-18,Tue Mar 17 16:07:19 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing RM4411 complaint 09-06-2018 - aa.pdf,Investigation,Oct-18,Tue Mar 17 16:07:20 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing 4Q1811 complaint 08-16-2018 - aa.pdf,Investigation,Sep-18,Tue Mar 17 16:07:21 2020
44165,Paramount Rehabilitation and Nursing,R Paramount Rehabilitation and Nursing 0U3Q11 06-14-2018 - aa.pdf,Investigation,Jul-18,Tue Mar 17 16:07:22 2020
44165,Paramount Rehabilitation and Nursing,PARAMOUNT REHABILITATION AND NURSING XT4J12.pdf,Investigation,Jun-18,Tue Mar 17 16:07:24 2020
44165,Paramount Rehabilitation and Nursing,R PARAMOUNT REHAB AND NURSING XT4J11 complaint 3-21-18 em.pdf,Investigation,Mar-18,Tue Mar 17 16:07:25 2020
44165,Paramount Rehabilitation and Nursing,R PARAMOUNT REHABILITATION AND NURSING complaint 3PPC11 01-03-18 em.pdf,Investigation,Feb-18,Tue Mar 17 16:07:26 2020
44165,Paramount Rehabilitation and Nursing,R paramount rehabilitation and nursing oz3q11 complaint 9-22-17 - hd.pdf,Investigation,Oct-17,Tue Mar 17 16:07:28 2020
44990,Park Ridge Care Center,Park Ridge Care Center 505009 Rescheduling Letter SOD 110819.pdf,Informal Dispute Resolution Letter,Jan-20,Tue Mar 17 16:07:43 2020
44990,Park Ridge Care Center,Park Ridge Care Center 505009 Scheduling Letter SOD 110819.pdf,Informal Dispute Resolution Letter,Dec-19,Tue Mar 17 16:07:45 2020
44990,Park Ridge Care Center,Park Ridge 505009 Scheduling Letter 7-18.pdf,Informal Dispute Resolution Letter,Jul-18,Tue Mar 17 16:07:46 2020
44990,Park Ridge Care Center,Park Ridge Care Center 505009 (IDR Results) July 2018.pdf,Informal Dispute Resolution Letter,Jul-18,Tue Mar 17 16:07:48 2020
44990,Park Ridge Care Center,R Park Ridge Care Center complaint 46FQ11 12-11-2019-st.pdf,Inspection,Dec-19,Tue Mar 17 16:07:57 2020
44990,Park Ridge Care Center,R Park Ridge Care Center KSKS11 complaint 08-27-2018 - aa.pdf,Inspection,Nov-18,Tue Mar 17 16:07:58 2020
44990,Park Ridge Care Center,R park ridge care center qc9611 complaint 7-18-17 - hd.pdf,Inspection,Sep-17,Tue Mar 17 16:08:00 2020
44990,Park Ridge Care Center,R Park Ridge Care Center complaint 83WP11 08-22-2019-st.pdf,Investigation,Sep-19,Tue Mar 17 16:08:02 2020
44990,Park Ridge Care Center,R Park Ridge Care Center BKYT11- July 19 2018 - ks.pdf,Investigation,Jun-18,Tue Mar 17 16:08:03 2020
44990,Park Ridge Care Center,R park ridge care center dk0011 complaint 10-5-2017 - hd.pdf,Investigation,Nov-17,Tue Mar 17 16:08:05 2020
44990,Park Ridge Care Center,6838 Park Ridge Care Center Signed.pdf,Registered Nurse Exception Letter,Aug-19,Tue Mar 17 16:08:06 2020
44990,Park Ridge Care Center,6688 Park Ridge Skilled Nursing Center Final with Signature.pdf,Registered Nurse Exception Letter,Aug-18,Tue Mar 17 16:08:07 2020
44990,Park Ridge Care Center,6546 Park Ridge Skilled Nursing Center Final with Signature.pdf,Registered Nurse Exception Letter,Jul-17,Tue Mar 17 16:08:08 2020
42703,PARK SHORE,"Park Shore (GG, CMP, CF) 2 15 19.pdf",Enforcement Letter,Mar-19,Tue Mar 17 16:08:14 2020
42703,PARK SHORE,"Park Shore (FP, Hx prior G, cmp, CF) 9 20 2018.pdf",Enforcement Letter,Oct-18,Tue Mar 17 16:08:15 2020
42703,PARK SHORE,"Park Shore (G, CMP, CF) 7 2 18.pdf",Enforcement Letter,Jul-18,Tue Mar 17 16:08:16 2020
42703,PARK SHORE,Park Shore 505493 IDR Request Withdrawn Letter 5-19.pdf,Informal Dispute Resolution Letter,May-19,Tue Mar 17 16:08:21 2020
42703,PARK SHORE,Park Shore 505493 IDR scheduling letter Direct-Staci.pdf,Informal Dispute Resolution Letter,Mar-19,Tue Mar 17 16:08:22 2020
42703,PARK SHORE,Park Shore (IDR Result) Amended SOD 12-2018 -.pdf,Informal Dispute Resolution Letter,Dec-18,Tue Mar 17 16:08:23 2020
42703,PARK SHORE,Park Shore (IDR Result) SOD 12-2018 .pdf,Informal Dispute Resolution Letter,Dec-18,Tue Mar 17 16:08:24 2020
42703,PARK SHORE,Park Shore 505493 Scheduling Letter 1118.pdf,Informal Dispute Resolution Letter,Nov-18,Tue Mar 17 16:08:26 2020
42703,PARK SHORE,Park Shore 505493 IDR Re-Scheduling Letter w Enforcement 9-18.pdf,Informal Dispute Resolution Letter,Sep-18,Tue Mar 17 16:08:27 2020
42703,PARK SHORE,Park Shore 505493 IDR scheduling letter Direct-Mike 8-18.pdf,Informal Dispute Resolution Letter,Aug-18,Tue Mar 17 16:08:28 2020
42703,PARK SHORE,R PARK SHORE complaint 95N11 3-30-18 em.pdf,Inspection,May-18,Tue Mar 17 16:08:29 2020
42703,PARK SHORE,R Park Shore 17OY11 complaint 02-15-2019 - aa.pdf,Investigation,Apr-19,Tue Mar 17 16:08:31 2020
42703,PARK SHORE,R Park Shore NJZ713 complaint 2018 - aa.pdf,Investigation,Oct-18,Tue Mar 17 16:08:32 2020
42703,PARK SHORE,R Park Shore 605493 - Amended SOD 12-2018 - hd.pdf,Investigation,Sep-18,Tue Mar 17 16:08:34 2020
42703,PARK SHORE,R Park Shore NJZ711 complaint 07-02-2018 - aa.pdf,Investigation,Jul-18,Tue Mar 17 16:08:36 2020
44989,Park West Care Center,Park West Care Center (Hx D prior D) 8 2 19.pdf,Enforcement Letter,Aug-19,Tue Mar 17 16:08:41 2020
44989,Park West Care Center,"Park West Care Center (G, CMP, CF) 8 23 18.pdf",Enforcement Letter,Sep-18,Tue Mar 17 16:08:42 2020
44989,Park West Care Center,Park West Care Center - IDR Result) - December 2018.pdf,Informal Dispute Resolution Letter,Dec-18,Tue Mar 17 16:08:48 2020
44989,Park West Care Center,Park West Care Center 505270 IDR Re-Scheduling Letter w Enforcement Mike 10-18.pdf,Informal Dispute Resolution Letter,Oct-18,Tue Mar 17 16:08:49 2020
44989,Park West Care Center,Park West Care Center IDR scheduling letter-Direct-Mike.pdf,Informal Dispute Resolution Letter,Sep-18,Tue Mar 17 16:08:50 2020
44989,Park West Care Center,R Park West Care Center complaint 08-02-2019 - cc.pdf,Inspection,Sep-19,Tue Mar 17 16:08:53 2020
44989,Park West Care Center,R PARK WEST CARE CENTER 8W7Z11 complaint 5-22-18 em.pdf,Inspection,Jul-18,Tue Mar 17 16:08:55 2020
44989,Park West Care Center,R Park West Care Center - BIC Survey - 03-01-2017.pdf,Inspection,Mar-17,Tue Mar 17 16:08:56 2020
44989,Park West Care Center,6759 Park West Care Center Signed.pdf,Registered Nurse Exception Letter,Feb-19,Tue Mar 17 16:08:57 2020
44989,Park West Care Center,6603 Park West Final with Signature.pdf,Registered Nurse Exception Letter,Nov-17,Tue Mar 17 16:08:58 2020
43308,PROVIDENCE MARIANWOOD,"Providence Marianwood (GG, CMP, CF) 1 29 20.pdf",Enforcement Letter,Feb-20,Tue Mar 17 16:09:04 2020
43308,PROVIDENCE MARIANWOOD,"Providence Marianwood (GG, CMP, CF) 1 16 19.pdf",Enforcement Letter,Jan-19,Tue Mar 17 16:09:05 2020
43308,PROVIDENCE MARIANWOOD,"Providence Marionwood - (Level G - Rec Fed CMP, CF) 4 16 18.pdf",Enforcement Letter,Apr-18,Tue Mar 17 16:09:06 2020
43308,PROVIDENCE MARIANWOOD,R Providence Marianwood URS611 10-16-2017 - ks.pdf,Inspection,Nov-17,Tue Mar 17 16:09:12 2020
43308,PROVIDENCE MARIANWOOD,R PROVIDENCE MARIANWOOD ZUG611 complaint 4-16-18 em.pdf,Investigation,May-18,Tue Mar 17 16:09:13 2020
42561,PROVIDENCE MOUNT ST VINCENT,Providence Mount Saint Vincent (Hx D prior E) 9 25 18.pdf,Enforcement Letter,Oct-18,Tue Mar 17 16:09:18 2020
42561,PROVIDENCE MOUNT ST VINCENT,Providence Mount St Vincent (Hx D prior E) 6 17.pdf,Enforcement Letter,Jun-17,Tue Mar 17 16:09:20 2020
42561,PROVIDENCE MOUNT ST VINCENT,PROVIDENCE MOUNT ST VINCENT I7G412.pdf,Inspection,Jul-17,Tue Mar 17 16:09:28 2020
42561,PROVIDENCE MOUNT ST VINCENT,r providence mount st vincent survey 4-28-2017.pdf,Inspection,Apr-17,Tue Mar 17 16:09:34 2020
42561,PROVIDENCE MOUNT ST VINCENT,R Providence Mount St Vincent HJZ711 complaint 09-25-2018 - cc.pdf,Investigation,Oct-18,Tue Mar 17 16:09:35 2020
42561,PROVIDENCE MOUNT ST VINCENT,R Providence Mount St Vincent 4FVL11 complaint 10-10-2018 - cc.pdf,Investigation,Oct-18,Tue Mar 17 16:09:37 2020
42561,PROVIDENCE MOUNT ST VINCENT,PROVIDENCE MOUNT ST VINCENT XV3712.pdf,Investigation,Aug-18,Tue Mar 17 16:09:38 2020
42561,PROVIDENCE MOUNT ST VINCENT,R Providence Mt. St. Vincent 6-13-18 - tj.pdf,Investigation,Jun-18,Tue Mar 17 16:09:40 2020
42561,PROVIDENCE MOUNT ST VINCENT,r providence mount st vincent complaint 8-3-2017.pdf,Investigation,Oct-17,Tue Mar 17 16:09:41 2020
42561,PROVIDENCE MOUNT ST VINCENT,r providence mount st vincent BIC complaint 7-5-17.pdf,Investigation,Jul-17,Tue Mar 17 16:09:43 2020
42561,PROVIDENCE MOUNT ST VINCENT,r providence mount st vincent complaint 5-31-2017.pdf,Investigation,May-17,Tue Mar 17 16:09:44 2020
43579,QUEEN ANNE HEALTHCARE,"Queen Anne (IJ, R, SUB, CMP, CF) 10 09 2018.pdf",Enforcement Letter,Oct-18,Tue Mar 17 16:09:50 2020
43579,QUEEN ANNE HEALTHCARE,"Queen Anne (Failed Post, IJ, R, SUB, CMP, CF) 5 10 18.pdf",Enforcement Letter,May-18,Tue Mar 17 16:09:51 2020
43579,QUEEN ANNE HEALTHCARE,"Queen Anne (GG, CMP, CF) 3 20 18.pdf",Enforcement Letter,Mar-18,Tue Mar 17 16:09:52 2020
43579,QUEEN ANNE HEALTHCARE,"Queen Anne (G, CMP, CF) 10 18 17.pdf",Enforcement Letter,Oct-17,Tue Mar 17 16:09:53 2020
43579,QUEEN ANNE HEALTHCARE,Queen Ann Healthcare - IDR Result - June 2018.pdf,Informal Dispute Resolution Letter,Jun-18,Tue Mar 17 16:09:59 2020
43579,QUEEN ANNE HEALTHCARE,Queen Anne Healthcare 505204 Scheduling Letter 5-18.pdf,Informal Dispute Resolution Letter,May-18,Tue Mar 17 16:10:00 2020
43579,QUEEN ANNE HEALTHCARE,R Queen Anne Healthcare 01T511 complaint 05-17-2019 - cc.pdf,Inspection,Jul-19,Tue Mar 17 16:10:03 2020
43579,QUEEN ANNE HEALTHCARE,R Queen Anne Healthcare 9K6612 Complaint 5-10-18 - cc.pdf,Inspection,Jun-18,Tue Mar 17 16:10:04 2020
43579,QUEEN ANNE HEALTHCARE,R QUEEN ANNE HEALTHCARE 9K6611 complaint 3-20-18 em.pdf,Inspection,Mar-18,Tue Mar 17 16:10:07 2020
43579,QUEEN ANNE HEALTHCARE,R Queen Anne Healthcare BIC Survey - 02-24-2017.pdf,Inspection,Mar-17,Tue Mar 17 16:10:08 2020
43579,QUEEN ANNE HEALTHCARE,R Queen Anne Healthcare 1MDE11 Complaint 10-9-2018 - nm.pdf,Investigation,Nov-18,Tue Mar 17 16:10:09 2020
43579,QUEEN ANNE HEALTHCARE,R Queen Anne Healthcare G4H711 10-18-2017 - ks.pdf,Investigation,Nov-17,Tue Mar 17 16:10:10 2020
43579,QUEEN ANNE HEALTHCARE,6781 Queen Anne Healthcare Final with Signature.pdf,Registered Nurse Exception Letter,Mar-19,Tue Mar 17 16:10:11 2020
43579,QUEEN ANNE HEALTHCARE,6632 Queen Anne Healthcare of Seattle Final with Signature.pdf,Registered Nurse Exception Letter,Jan-18,Tue Mar 17 16:10:13 2020
43581,REDMOND CARE AND REHABILITATION CENTER,"Redmond Care and Rehab (GG, CMP, CF) 7 30 19.pdf",Enforcement Letter,Aug-19,Tue Mar 17 16:10:18 2020
43581,REDMOND CARE AND REHABILITATION CENTER,"Redmond Care and Rehab (Hx G, CF, prior G, CMP, CF) 5 9 19.pdf",Enforcement Letter,May-19,Tue Mar 17 16:10:19 2020
43581,REDMOND CARE AND REHABILITATION CENTER,"Redmond Care (GG, CMP, CF) 4 15 19.pdf",Enforcement Letter,Apr-19,Tue Mar 17 16:10:21 2020
43581,REDMOND CARE AND REHABILITATION CENTER,"Redmond Care and Rehab (G. CMP, CF) 7 13 18.pdf",Enforcement Letter,Jul-18,Tue Mar 17 16:10:22 2020
43581,REDMOND CARE AND REHABILITATION CENTER,"Redmond Care (G, CMP, CF) 1 10 18.pdf",Enforcement Letter,Jan-18,Tue Mar 17 16:10:23 2020
43581,REDMOND CARE AND REHABILITATION CENTER,Redmond Care and Rehabilitation Center 505181 (IIDR Results) Aug 2019.pdf,Informal Dispute Resolution Letter,Aug-19,Tue Mar 17 16:10:27 2020
43581,REDMOND CARE AND REHABILITATION CENTER,Redmond Care and Rehabilitation Center 505181 IIDR Scheduling Letter.pdf,Informal Dispute Resolution Letter,Jul-19,Tue Mar 17 16:10:28 2020
43581,REDMOND CARE AND REHABILITATION CENTER,R Redmond Care and Rehabilitation Center F56T11 complaint 04-15-2019 - cc.pdf,Inspection,Jul-19,Tue Mar 17 16:10:31 2020
43581,REDMOND CARE AND REHABILITATION CENTER,R REDMOND CARE AND REHAB CNTR H5MJ11 complaint 3-16-18 em.pdf,Inspection,May-18,Tue Mar 17 16:10:33 2020
43581,REDMOND CARE AND REHABILITATION CENTER,R Redmond Care and Rehabilitation Center K8HT11 complaint 07-30-2019 - cc.pdf,Investigation,Sep-19,Tue Mar 17 16:10:35 2020
43581,REDMOND CARE AND REHABILITATION CENTER,R Redmond Care and Rehabilitation Center MZWL11 complaint 05-09-2019 - cc.pdf,Investigation,Jul-19,Tue Mar 17 16:10:37 2020
43581,REDMOND CARE AND REHABILITATION CENTER,R Redmond Care and Rehabilitation Center UVDN11 Complaint 12-4-2018 - nm.pdf,Investigation,Jan-19,Tue Mar 17 16:10:38 2020
