fain_id,nf_name,pdf_name,rep_type,rep_date,url,download_record
43656,BALLARD CENTER,"Ballard Center (Lift SP, Cond) 5 15 20.pdf",Enforcement Letter,05/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2020/Ballard Center (Lift SP, Cond) 5 15 20.pdf",Tue Jun  9 15:34:04 2020
43656,BALLARD CENTER,"Ballard Center (Hx , GG, CMP, CF, prior D) 2 26 20.pdf",Enforcement Letter,03/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2020/Ballard Center (Hx , GG, CMP, CF, prior D) 2 26 20.pdf",Tue Jun  9 15:34:07 2020
43656,BALLARD CENTER,"Ballard Center (3OOC D, prior D, prior D) 8 8 19.pdf",Enforcement Letter,08/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2019/Ballard Center (3OOC D, prior D, prior D) 8 8 19.pdf",Tue Jun  9 15:34:09 2020
43656,BALLARD CENTER,Ballard Center (Hx D prior D) 7 8 19.pdf,Enforcement Letter,07/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2019/Ballard Center (Hx D prior D) 7 8 19.pdf,Tue Jun  9 15:34:11 2020
43656,BALLARD CENTER,"Ballard Center (Lift SP, Still OOC) 12 28 18.pdf",Enforcement Letter,01/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2019/Ballard Center (Lift SP, Still OOC) 12 28 18.pdf",Tue Jun  9 15:34:12 2020
43656,BALLARD CENTER,"Ballard Center (4 OOC Hx D, prior E prior D prior D) 9 14 18.pdf",Enforcement Letter,09/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2018/Ballard Center (4 OOC Hx D, prior E prior D prior D) 9 14 18.pdf",Tue Jun  9 15:34:14 2020
43656,BALLARD CENTER,Ballard Center (3 OOC Hx E prior D prior D) 8 21 18.pdf,Enforcement Letter,09/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2018/Ballard Center (3 OOC Hx E prior D prior D) 8 21 18.pdf,Tue Jun  9 15:34:17 2020
43656,BALLARD CENTER,Ballard Center (Hx D prior D) 7 31 18.pdf,Enforcement Letter,08/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2018/Ballard Center (Hx D prior D) 7 31 18.pdf,Tue Jun  9 15:34:18 2020
43656,BALLARD CENTER,"Ballard Center (Lift SP, BIC) 12 20 17.pdf",Enforcement Letter,12/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2017/Ballard Center (Lift SP, BIC) 12 20 17.pdf",Tue Jun  9 15:34:19 2020
43656,BALLARD CENTER,"Ballard Care (Hx L, prior D, CMP, CF) 11 03 17.pdf",Enforcement Letter,11/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2017/Ballard Care (Hx L, prior D, CMP, CF) 11 03 17.pdf",Tue Jun  9 15:34:20 2020
43656,BALLARD CENTER,"Ballard Center (GG, CMP, CF) 9 11 17.pdf",Enforcement Letter,09/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2017/Ballard Center (GG, CMP, CF) 9 11 17.pdf",Tue Jun  9 15:34:21 2020
43656,BALLARD CENTER,"Ballard Center Amended (GG, CMP, CF) 9 11 17.pdf",Enforcement Letter,09/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1503/enforcement letter/2017/Ballard Center Amended (GG, CMP, CF) 9 11 17.pdf",Tue Jun  9 15:34:22 2020
42683,BAYVIEW MANOR,"Bayview Manor (G, CMP, CF) 8 27 18.pdf",Enforcement Letter,09/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/461/enforcement letter/2018/Bayview Manor (G, CMP, CF) 8 27 18.pdf",Tue Jun  9 15:34:37 2020
42683,BAYVIEW MANOR,"Bayview Manor amended (IJ, R, CMP, CF) 1 18.pdf",Enforcement Letter,02/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/461/enforcement letter/2018/Bayview Manor amended (IJ, R, CMP, CF) 1 18.pdf",Tue Jun  9 15:34:39 2020
42683,BAYVIEW MANOR,Bayview Manor (Hx D prior E) 1 16 18.pdf,Enforcement Letter,01/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/461/enforcement letter/2018/Bayview Manor (Hx D prior E) 1 16 18.pdf,Tue Jun  9 15:34:40 2020
42683,BAYVIEW MANOR,"Bayview Manor (Hx D prior G, CMP, CF) 7 17.pdf",Enforcement Letter,08/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/461/enforcement letter/2017/Bayview Manor (Hx D prior G, CMP, CF) 7 17.pdf",Tue Jun  9 15:34:41 2020
42683,BAYVIEW MANOR,"Bayview Manor (IJ, R, CMP, CF) 8 17.pdf",Enforcement Letter,08/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/461/enforcement letter/2017/Bayview Manor (IJ, R, CMP, CF) 8 17.pdf",Tue Jun  9 15:34:42 2020
43487,BENSON HEIGHTS REHABILITATION CENTER,"Benson Heights (IJ, R, CMP, SUB, CMP, CF) 3 4 20.pdf",Enforcement Letter,03/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1363/enforcement letter/2020/Benson Heights (IJ, R, CMP, SUB, CMP, CF) 3 4 20.pdf",Tue Jun  9 15:34:56 2020
44987,Burien Nursing and Rehabilitation Center,"Burien Nursing (IJ, R, CMP, CF) 6 5 19.pdf",Enforcement Letter,06/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1583/enforcement letter/2019/Burien Nursing (IJ, R, CMP, CF) 6 5 19.pdf",Tue Jun  9 15:35:03 2020
44987,Burien Nursing and Rehabilitation Center,"Burien Nursing and Rehab (GG, CMP, CF) 12 18 18.pdf",Enforcement Letter,01/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1583/enforcement letter/2019/Burien Nursing and Rehab (GG, CMP, CF) 12 18 18.pdf",Tue Jun  9 15:35:05 2020
44987,Burien Nursing and Rehabilitation Center,"Burien Nursing and Rehab (G, CMP, CF) 3 2 18.pdf",Enforcement Letter,11/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1583/enforcement letter/2018/Burien Nursing and Rehab (G, CMP, CF) 3 2 18.pdf",Tue Jun  9 15:35:06 2020
45954,Canterbury House,Canterbury House (D prior D) 9 18 18.pdf,Enforcement Letter,09/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1606/enforcement letter/2018/Canterbury House (D prior D) 9 18 18.pdf,Tue Jun  9 15:35:12 2020
45954,Canterbury House,"Canterbury House (IJ, NOT, SP) 4 6 18.pdf",Enforcement Letter,04/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1606/enforcement letter/2018/Canterbury House (IJ, NOT, SP) 4 6 18.pdf",Tue Jun  9 15:35:13 2020
45954,Canterbury House,"Canterbury House (IJ, R, SUB, SP, CF) 4 16 18.pdf",Enforcement Letter,04/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1606/enforcement letter/2018/Canterbury House (IJ, R, SUB, SP, CF) 4 16 18.pdf",Tue Jun  9 15:35:14 2020
45954,Canterbury House,"Canterbury House (GG, CMP, CF) 11 13 17.pdf",Enforcement Letter,11/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1606/enforcement letter/2017/Canterbury House (GG, CMP, CF) 11 13 17.pdf",Tue Jun  9 15:35:17 2020
42554,COLUMBIA LUTHERAN HOME,"Columbia Lutheran Home (GG, CMP, CF) 6 5 18.pdf",Enforcement Letter,06/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/48/enforcement letter/2018/Columbia Lutheran Home (GG, CMP, CF) 6 5 18.pdf",Tue Jun  9 15:35:35 2020
43249,CORWIN CENTER AT EMERALD HEIGHTS,"Corwin Center at Emerald Heights (G, CMP, CF) 4 1 20.pdf",Enforcement Letter,04/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1113/enforcement letter/2020/Corwin Center at Emerald Heights (G, CMP, CF) 4 1 20.pdf",Tue Jun  9 15:35:44 2020
43249,CORWIN CENTER AT EMERALD HEIGHTS,"Corwin Center at Emerald Heights (G, CMP, CF) 6 3 19.pdf",Enforcement Letter,06/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1113/enforcement letter/2019/Corwin Center at Emerald Heights (G, CMP, CF) 6 3 19.pdf",Tue Jun  9 15:35:46 2020
43358,COVENANT SHORES HEALTH CENTER,"Covenant Shore Health Center (G, CMP, CF) 12 05 19.pdf",Enforcement Letter,12/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1231/enforcement letter/2019/Covenant Shore Health Center (G, CMP, CF) 12 05 19.pdf",Tue Jun  9 15:35:54 2020
43358,COVENANT SHORES HEALTH CENTER,"Covenant Shores (GG, CMP, CF) 3 8 18.pdf",Enforcement Letter,03/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1231/enforcement letter/2018/Covenant Shores (GG, CMP, CF) 3 8 18.pdf",Tue Jun  9 15:35:56 2020
42624,CRISTWOOD NURSING AND REHABILITATION,Crista Rehab (Hx D prior E) 11 4 19.pdf,Enforcement Letter,11/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/274/enforcement letter/2019/Crista Rehab (Hx D prior E) 11 4 19.pdf,Tue Jun  9 15:36:05 2020
42624,CRISTWOOD NURSING AND REHABILITATION,Cristwood Nursing and Rehab (Hx D prior D) 4 3 19.pdf,Enforcement Letter,04/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/274/enforcement letter/2019/Cristwood Nursing and Rehab (Hx D prior D) 4 3 19.pdf,Tue Jun  9 15:36:07 2020
42624,CRISTWOOD NURSING AND REHABILITATION,"Cristwood Nursing and Rehab (GG, CMP, CF) 6 21 18.pdf",Enforcement Letter,07/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/274/enforcement letter/2018/Cristwood Nursing and Rehab (GG, CMP, CF) 6 21 18.pdf",Tue Jun  9 15:36:09 2020
42624,CRISTWOOD NURSING AND REHABILITATION,"Cristwood (Hx D, prior E, Prior D) 2 8 18.pdf",Enforcement Letter,02/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/274/enforcement letter/2018/Cristwood (Hx D, prior E, Prior D) 2 8 18.pdf",Tue Jun  9 15:36:10 2020
42624,CRISTWOOD NURSING AND REHABILITATION,"Cristwood (Hx E, Prior D) 1 26 18.pdf",Enforcement Letter,02/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/274/enforcement letter/2018/Cristwood (Hx E, Prior D) 1 26 18.pdf",Tue Jun  9 15:36:11 2020
42624,CRISTWOOD NURSING AND REHABILITATION,"Cristwood (IJ, R, CMP, CF) 7 17.pdf",Enforcement Letter,07/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/274/enforcement letter/2017/Cristwood (IJ, R, CMP, CF) 7 17.pdf",Tue Jun  9 15:36:12 2020
45959,Enumclaw Health and Rehabilitation Center,"Enumclaw Health and Rehab (Ij, R, FP, SP, CMP, CF, Cond) 4 3 20.pdf",Enforcement Letter,04/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1602/enforcement letter/2020/Enumclaw Health and Rehab (Ij, R, FP, SP, CMP, CF, Cond) 4 3 20.pdf",Tue Jun  9 15:36:26 2020
45959,Enumclaw Health and Rehabilitation Center,"Enumclaw Health and Rehab (IJ, R, CMP, Sub, CF) 3 4 20.pdf",Enforcement Letter,03/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1602/enforcement letter/2020/Enumclaw Health and Rehab (IJ, R, CMP, Sub, CF) 3 4 20.pdf",Tue Jun  9 15:36:28 2020
45959,Enumclaw Health and Rehabilitation Center,"Enumclaw (K, SUB, CMP, CF) 12 14 17.pdf",Enforcement Letter,12/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1602/enforcement letter/2017/Enumclaw (K, SUB, CMP, CF) 12 14 17.pdf",Tue Jun  9 15:36:31 2020
45959,Enumclaw Health and Rehabilitation Center,Enumclaw Health & Rehab HRD Amended quarterly fining 5 17 .pdf,Enforcement Letter,06/2017,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1602/enforcement letter/2017/Enumclaw Health & Rehab HRD Amended quarterly fining 5 17 .pdf,Tue Jun  9 15:36:32 2020
43621,FIRCREST SCHOOL PAT N,"Fircrest School, Pat N (G, CMP) 12 10 19.pdf",Enforcement Letter,12/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8846/enforcement letter/2019/Fircrest School, Pat N (G, CMP) 12 10 19.pdf",Tue Jun  9 15:36:44 2020
43621,FIRCREST SCHOOL PAT N,"Fircrest School, Pat N (G, CMP) 12 7 18.pdf",Enforcement Letter,12/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8846/enforcement letter/2018/Fircrest School, Pat N (G, CMP) 12 7 18.pdf",Tue Jun  9 15:36:46 2020
43621,FIRCREST SCHOOL PAT N,"Fircrest School Pat N (Hx E, prior D) 6 28 18.pdf",Enforcement Letter,07/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8846/enforcement letter/2018/Fircrest School Pat N (Hx E, prior D) 6 28 18.pdf",Tue Jun  9 15:36:48 2020
43621,FIRCREST SCHOOL PAT N,"Fircrest School Pat N (Hx, OSFM, G, CMP) 11 16.pdf",Enforcement Letter,11/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8846/enforcement letter/2017/Fircrest School Pat N (Hx, OSFM, G, CMP) 11 16.pdf",Tue Jun  9 15:36:49 2020
42665,FOSS HOME AND VILLAGE,"Foss Home and Village (Hx, GG, prior D, CF, CMP) 2 7 20.pdf",Enforcement Letter,02/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/417/enforcement letter/2020/Foss Home and Village (Hx, GG, prior D, CF, CMP) 2 7 20.pdf",Tue Jun  9 15:37:04 2020
42665,FOSS HOME AND VILLAGE,"Foss Home and Village (GG, CF, CMP) 7 25 19.pdf",Enforcement Letter,08/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/417/enforcement letter/2019/Foss Home and Village (GG, CF, CMP) 7 25 19.pdf",Tue Jun  9 15:37:06 2020
42665,FOSS HOME AND VILLAGE,Foss Home and Village (Reduce CF-settelment) 8 12 19.pdf,Enforcement Letter,08/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/417/enforcement letter/2019/Foss Home and Village (Reduce CF-settelment) 8 12 19.pdf,Tue Jun  9 15:37:07 2020
42665,FOSS HOME AND VILLAGE,"Foss Home and Village (G, CMP, CF) 3 14 18.pdf",Enforcement Letter,03/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/417/enforcement letter/2018/Foss Home and Village (G, CMP, CF) 3 14 18.pdf",Tue Jun  9 15:37:08 2020
42665,FOSS HOME AND VILLAGE,"Foss Home and Village (Hx E prior D, CMP) 9 19 17.pdf",Enforcement Letter,09/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/417/enforcement letter/2017/Foss Home and Village (Hx E prior D, CMP) 9 19 17.pdf",Tue Jun  9 15:37:10 2020
43475,Garden Terrace Healthcare Center of Federal Way,"Garden Terrace (G, CMP, CF) 12 19 17.pdf",Enforcement Letter,01/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1350/enforcement letter/2018/Garden Terrace (G, CMP, CF) 12 19 17.pdf",Tue Jun  9 15:37:25 2020
43475,Garden Terrace Healthcare Center of Federal Way,"Garden Terrace (G, CMP, CF) Amended 12 19 17.pdf",Enforcement Letter,01/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1350/enforcement letter/2018/Garden Terrace (G, CMP, CF) Amended 12 19 17.pdf",Tue Jun  9 15:37:26 2020
43215,HALLMARK MANOR,Halmark Manor (Hx D prior F) 12 11 19.pdf,Enforcement Letter,12/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1076/enforcement letter/2019/Halmark Manor (Hx D prior F) 12 11 19.pdf,Tue Jun  9 15:37:31 2020
43215,HALLMARK MANOR,"Hallmark Manor (IJ, R, CMP, CF) 9 18 18.pdf",Enforcement Letter,10/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1076/enforcement letter/2018/Hallmark Manor (IJ, R, CMP, CF) 9 18 18.pdf",Tue Jun  9 15:37:33 2020
43215,HALLMARK MANOR,"Hallmark Manor (HX, G prior GG, CMP, CF, SUB) 7 17.pdf",Enforcement Letter,07/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1076/enforcement letter/2017/Hallmark Manor (HX, G prior GG, CMP, CF, SUB) 7 17.pdf",Tue Jun  9 15:37:34 2020
43215,HALLMARK MANOR,"Hallmark Manor (GG, CMP, CF, SUB) 6 17.pdf",Enforcement Letter,06/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1076/enforcement letter/2017/Hallmark Manor (GG, CMP, CF, SUB) 6 17.pdf",Tue Jun  9 15:37:37 2020
42727,"HEARTHSTONE, THE","The Hearthstone (J, R, SUB, CMP, CF) 7 13 18.pdf",Enforcement Letter,07/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/527/enforcement letter/2018/The Hearthstone (J, R, SUB, CMP, CF) 7 13 18.pdf",Tue Jun  9 15:37:51 2020
42727,"HEARTHSTONE, THE","Hearthstone (G, CMP, CF) 1 12 18.pdf",Enforcement Letter,01/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/527/enforcement letter/2018/Hearthstone (G, CMP, CF) 1 12 18.pdf",Tue Jun  9 15:37:53 2020
42941,JUDSON PARK HEALTH CENTER,"Judson Park Health Center (GG, CMP, CF) 8 2 19.pdf",Enforcement Letter,08/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/797/enforcement letter/2019/Judson Park Health Center (GG, CMP, CF) 8 2 19.pdf",Tue Jun  9 15:38:09 2020
44556,Lea Hill Rehabilitation and Care Center,Lea Hill (Hx D prior F) 4 13 20.pdf,Enforcement Letter,04/2020,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1551/enforcement letter/2020/Lea Hill (Hx D prior F) 4 13 20.pdf,Tue Jun  9 15:38:23 2020
43243,LIFE CARE CENTER OF FEDERAL WAY,Life Care of Federal Way (Hx D prior E) 7 24 19.pdf,Enforcement Letter,07/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1107/enforcement letter/2019/Life Care of Federal Way (Hx D prior E) 7 24 19.pdf,Tue Jun  9 15:38:32 2020
43243,LIFE CARE CENTER OF FEDERAL WAY,"Life Care of Federal Way (G, CMP, CF) 78 17.pdf",Enforcement Letter,08/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1107/enforcement letter/2017/Life Care of Federal Way (G, CMP, CF) 78 17.pdf",Tue Jun  9 15:38:33 2020
43543,LIFE CARE CENTER OF KIRKLAND,"Life Care of Kirkland (G, CMP, CF) 4 11 19.pdf",Enforcement Letter,04/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1419/enforcement letter/2019/Life Care of Kirkland (G, CMP, CF) 4 11 19.pdf",Tue Jun  9 15:38:44 2020
43543,LIFE CARE CENTER OF KIRKLAND,"Life Care of Kirkland (G, CMP, CF) 10 16 17.pdf",Enforcement Letter,10/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1419/enforcement letter/2017/Life Care of Kirkland (G, CMP, CF) 10 16 17.pdf",Tue Jun  9 15:38:45 2020
43634,MIRABELLA,"Mirabella (G, CMP, CF) 7 17 19.pdf",Enforcement Letter,07/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1501/enforcement letter/2019/Mirabella (G, CMP, CF) 7 17 19.pdf",Tue Jun  9 15:38:53 2020
43634,MIRABELLA,"Mirabella (G, CMP, CF) 7 31 18.pdf",Enforcement Letter,07/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1501/enforcement letter/2018/Mirabella (G, CMP, CF) 7 31 18.pdf",Tue Jun  9 15:38:55 2020
43489,MISSION HEALTHCARE AT BELLEVUE,"Mission Healthcare of Bellevue (G, CMP, CF) 2 7 19.pdf",Enforcement Letter,02/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1365/enforcement letter/2019/Mission Healthcare of Bellevue (G, CMP, CF) 2 7 19.pdf",Tue Jun  9 15:39:02 2020
44664,North Auburn Rehabilitation & Health Center,"North Auburn Rehab and Health (GG, CMP, CF) 1 16 20.pdf",Enforcement Letter,01/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1556/enforcement letter/2020/North Auburn Rehab and Health (GG, CMP, CF) 1 16 20.pdf",Tue Jun  9 15:39:11 2020
44664,North Auburn Rehabilitation & Health Center,North Auburn Enf Doc.pdf,Enforcement Letter,09/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1556/enforcement letter/2019/North Auburn Enf Doc.pdf,Tue Jun  9 15:39:12 2020
44664,North Auburn Rehabilitation & Health Center,North Auburn (Hx D prior G) 11 28 18.pdf,Enforcement Letter,12/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1556/enforcement letter/2018/North Auburn (Hx D prior G) 11 28 18.pdf,Tue Jun  9 15:39:14 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (FP, Prior IJ, N, SP, Hx prior GG) 11 8 19.pdf",Enforcement Letter,11/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1540/enforcement letter/2019/Paramount (FP, Prior IJ, N, SP, Hx prior GG) 11 8 19.pdf",Tue Jun  9 15:39:23 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (Temp Manager, GG, CMP, SP) 9 24 19.pdf",Enforcement Letter,10/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1540/enforcement letter/2019/Paramount (Temp Manager, GG, CMP, SP) 9 24 19.pdf",Tue Jun  9 15:39:26 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (GG, CMP, CF) 8 7 19.pdf",Enforcement Letter,08/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1540/enforcement letter/2019/Paramount (GG, CMP, CF) 8 7 19.pdf",Tue Jun  9 15:39:28 2020
44165,Paramount Rehabilitation and Nursing,Paramount Nursing and Rehab (Hx D prior GG) 8 19 19.pdf,Enforcement Letter,08/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1540/enforcement letter/2019/Paramount Nursing and Rehab (Hx D prior GG) 8 19 19.pdf,Tue Jun  9 15:39:30 2020
44165,Paramount Rehabilitation and Nursing,"Paramount Nursing (GG, CMP, CF) 4 5 19.pdf",Enforcement Letter,04/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1540/enforcement letter/2019/Paramount Nursing (GG, CMP, CF) 4 5 19.pdf",Tue Jun  9 15:39:32 2020
44165,Paramount Rehabilitation and Nursing,Paramount (Hx E prior D) 1 15 19.pdf,Enforcement Letter,01/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1540/enforcement letter/2019/Paramount (Hx E prior D) 1 15 19.pdf,Tue Jun  9 15:39:34 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (GG, CMP, CF) 9 6 18.pdf",Enforcement Letter,09/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1540/enforcement letter/2018/Paramount (GG, CMP, CF) 9 6 18.pdf",Tue Jun  9 15:39:35 2020
44165,Paramount Rehabilitation and Nursing,Paramount (BIC - Lift Cond) 5 30 18.pdf,Enforcement Letter,06/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1540/enforcement letter/2018/Paramount (BIC - Lift Cond) 5 30 18.pdf,Tue Jun  9 15:39:36 2020
44165,Paramount Rehabilitation and Nursing,"Paramount (Hx J, Cont Cond, SUB, CF, prior D) 4 23 18.pdf",Enforcement Letter,05/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1540/enforcement letter/2018/Paramount (Hx J, Cont Cond, SUB, CF, prior D) 4 23 18.pdf",Tue Jun  9 15:39:38 2020
44165,Paramount Rehabilitation and Nursing,Paramount Rehab and Nursing (Special Focus Facility) 6 17.pdf,Enforcement Letter,06/2017,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1540/enforcement letter/2017/Paramount Rehab and Nursing (Special Focus Facility) 6 17.pdf,Tue Jun  9 15:39:39 2020
44990,Park Ridge Care Center,"Park Ridge (IJ, R,  cont SP, cont cond, CF) 4 30 20.pdf",Enforcement Letter,05/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1581/enforcement letter/2020/Park Ridge (IJ, R,  cont SP, cont cond, CF) 4 30 20.pdf",Tue Jun  9 15:40:01 2020
42703,PARK SHORE,"Park Shore (GG, CMP, CF) 2 15 19.pdf",Enforcement Letter,03/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/489/enforcement letter/2019/Park Shore (GG, CMP, CF) 2 15 19.pdf",Tue Jun  9 15:40:14 2020
42703,PARK SHORE,"Park Shore (FP, Hx prior G, cmp, CF) 9 20 2018.pdf",Enforcement Letter,10/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/489/enforcement letter/2018/Park Shore (FP, Hx prior G, cmp, CF) 9 20 2018.pdf",Tue Jun  9 15:40:17 2020
42703,PARK SHORE,"Park Shore (G, CMP, CF) 7 2 18.pdf",Enforcement Letter,07/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/489/enforcement letter/2018/Park Shore (G, CMP, CF) 7 2 18.pdf",Tue Jun  9 15:40:18 2020
44989,Park West Care Center,Park West Care Center (Hx D prior D) 8 2 19.pdf,Enforcement Letter,08/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1580/enforcement letter/2019/Park West Care Center (Hx D prior D) 8 2 19.pdf,Tue Jun  9 15:40:29 2020
44989,Park West Care Center,"Park West Care Center (G, CMP, CF) 8 23 18.pdf",Enforcement Letter,09/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1580/enforcement letter/2018/Park West Care Center (G, CMP, CF) 8 23 18.pdf",Tue Jun  9 15:40:31 2020
43308,PROVIDENCE MARIANWOOD,"Providence Marianwood (GG, CMP, CF) 1 29 20.pdf",Enforcement Letter,02/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1177/enforcement letter/2020/Providence Marianwood (GG, CMP, CF) 1 29 20.pdf",Tue Jun  9 15:40:39 2020
