pdf_name,page,image_based,letter_dt,survey_dt,survey_type,vendor_num,fed_num,aem_num,action,fed_enforcement,nc_hist,epoc,state_rem,appeal_rights,finding_code,finding_desc,wac_long,wac_short,subchp_num,subchp_name,section,section_desc,cmp_item,cmp_agg
"Avalon Northpointe (IJ, R, SUB, CMP, CF) 3 30 18.pdf",3,FALSE,4/13/18,3/30/18,"unannounced full standard health survey, abbreviated survey and extended survey ",4113585,505496,WAZPRY,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Avalon Northpointe (IJ, R, SUB, CMP, CF) 3 30 18.pdf",4,FALSE,4/13/18,3/30/18,"unannounced full standard health survey, abbreviated survey and extended survey ",4113585,505496,WAZPRY,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,4000
"Avalon Northpointe (IJ, R, SUB, CMP, CF) 3 30 18.pdf",5,FALSE,4/13/18,3/30/18,"unannounced full standard health survey, abbreviated survey and extended survey ",4113585,505496,WAZPRY,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avalon Pasco (Hx D prior E) 11 7 17.pdf,1,FALSE,11/20/17,11/7/17,complaint investigation ,4113627,505126,WA4DVX,,FALSE,TRUE,FALSE,FALSE,FALSE,D,isolated deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
Avalon Pasco (Hx D prior E) 11 7 17.pdf,2,FALSE,11/20/17,11/7/17,complaint investigation ,4113627,505126,WA4DVX,,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,
Avalon Pasco (Hx D prior E) 11 7 17.pdf,3,FALSE,11/20/17,11/7/17,complaint investigation ,4113627,505126,WA4DVX,,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,
Avalon Pasco (Hx D prior E) 11 7 17.pdf,4,FALSE,11/20/17,11/7/17,complaint investigation ,4113627,505126,WA4DVX,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere at Pacific Ridge (G, CMP, CF) 9 13 17.pdf",1,FALSE,9/26/17,9/13/17,complaint investigation ,4114054,505264,WA7BJ5,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Avamere at Pacific Ridge (G, CMP, CF) 9 13 17.pdf",2,FALSE,9/26/17,9/13/17,complaint investigation ,4114054,505264,WA7BJ5,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,2000,
"Avamere at Pacific Ridge (G, CMP, CF) 9 13 17.pdf",3,FALSE,9/26/17,9/13/17,complaint investigation ,4114054,505264,WA7BJ5,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Avamere at Pacific Ridge (G, CMP, CF) 9 13 17.pdf",4,FALSE,9/26/17,9/13/17,complaint investigation ,4114054,505264,WA7BJ5,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,2000
"Avamere at Pacific Ridge (G, CMP, CF) 9 13 17.pdf",5,FALSE,9/26/17,9/13/17,complaint investigation ,4114054,505264,WA7BJ5,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Bellingham (G, CMP, CF) 11 13 17.pdf",1,FALSE,11/21/17,11/13/17,complaint investigation ,4114602,505223,WATHXH,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Avamere Bellingham (G, CMP, CF) 11 13 17.pdf",2,FALSE,11/21/17,11/13/17,complaint investigation ,4114602,505223,WATHXH,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Avamere Bellingham (G, CMP, CF) 11 13 17.pdf",3,FALSE,11/21/17,11/13/17,complaint investigation ,4114602,505223,WATHXH,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Avamere Bellingham (G, CMP, CF) 11 13 17.pdf",4,FALSE,11/21/17,11/13/17,complaint investigation ,4114602,505223,WATHXH,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,1000
"Avamere Bellingham (GG, CMP, CF) 4 5 18.pdf",1,FALSE,4/17/18,4/5/18,unannounced complaint investigation ,4114602,505223,WAPJJM,IMPOSITION OF CIVIL FINES,TRUE,FALSE,FALSE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Avamere Bellingham (GG, CMP, CF) 4 5 18.pdf",2,FALSE,4/17/18,4/5/18,unannounced complaint investigation ,4114602,505223,WAPJJM,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,TRUE,TRUE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Avamere Bellingham (GG, CMP, CF) 4 5 18.pdf",3,FALSE,4/17/18,4/5/18,unannounced complaint investigation ,4114602,505223,WAPJJM,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,1000
"Avamere Bellingham (GG, CMP, CF) 4 5 18.pdf",4,FALSE,4/17/18,4/5/18,unannounced complaint investigation ,4114602,505223,WAPJJM,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avamere Bellingham (Hx D prior E) 3 7 19.pdf,1,FALSE,3/19/19,3/7/19,unannounced complaint investigation ,4114602,505223,WAFCFD,,FALSE,TRUE,FALSE,FALSE,FALSE,E,a pattern of deficiencies that constitute no actual harm that is not immediate jeopardy,,,,,,,,
Avamere Bellingham (Hx D prior E) 3 7 19.pdf,2,FALSE,3/19/19,3/7/19,unannounced complaint investigation ,4114602,505223,WAFCFD,,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,
Avamere Bellingham (Hx D prior E) 3 7 19.pdf,3,FALSE,3/19/19,3/7/19,unannounced complaint investigation ,4114602,505223,WAFCFD,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
Avamere Bellingham (Hx D prior E) 3 7 19.pdf,4,FALSE,3/19/19,3/7/19,unannounced complaint investigation ,4114602,505223,WAFCFD,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Bellingham (Ij, R, Sp, Sub, CMP, CF) 2 10 20.pdf",1,FALSE,2/25/20,2/10/20,unannounced complaint investigation and partial extended survey ,4114602,505223,WANOER,IMPOSITION OF A CIVIL FINE CONTINUED IMPOSITION OF A STOP PLACEMENT,FALSE,FALSE,TRUE,FALSE,FALSE,K,a pattern of deficiencies that constitute immediate jeopardy to resident health and safety,,,,,,,,
"Avamere Bellingham (Ij, R, Sp, Sub, CMP, CF) 2 10 20.pdf",2,FALSE,2/25/20,2/10/20,unannounced complaint investigation and partial extended survey ,4114602,505223,WANOER,IMPOSITION OF A CIVIL FINE CONTINUED IMPOSITION OF A STOP PLACEMENT,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Bellingham (Ij, R, Sp, Sub, CMP, CF) 2 10 20.pdf",3,FALSE,2/25/20,2/10/20,unannounced complaint investigation and partial extended survey ,4114602,505223,WANOER,IMPOSITION OF A CIVIL FINE CONTINUED IMPOSITION OF A STOP PLACEMENT,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-0640(1),388-97-0640,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Rights,Prevention of abuse.,3000,
"Avamere Bellingham (Ij, R, Sp, Sub, CMP, CF) 2 10 20.pdf",3,FALSE,2/25/20,2/10/20,unannounced complaint investigation and partial extended survey ,4114602,505223,WANOER,IMPOSITION OF A CIVIL FINE CONTINUED IMPOSITION OF A STOP PLACEMENT,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-0640(6)(a)(b),388-97-0640,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Rights,Prevention of abuse.,2500,
"Avamere Bellingham (Ij, R, Sp, Sub, CMP, CF) 2 10 20.pdf",4,FALSE,2/25/20,2/10/20,unannounced complaint investigation and partial extended survey ,4114602,505223,WANOER,IMPOSITION OF A CIVIL FINE CONTINUED IMPOSITION OF A STOP PLACEMENT,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1040(1)(a)(b)(c),388-97-1040,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Assessment and Plan of Care,Dementia care.,1000,
"Avamere Bellingham (Ij, R, Sp, Sub, CMP, CF) 2 10 20.pdf",5,FALSE,2/25/20,2/10/20,unannounced complaint investigation and partial extended survey ,4114602,505223,WANOER,IMPOSITION OF A CIVIL FINE CONTINUED IMPOSITION OF A STOP PLACEMENT,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,6500
"Avamere Bellingham (Ij, R, Sp, Sub, CMP, CF) 2 10 20.pdf",6,FALSE,2/25/20,2/10/20,unannounced complaint investigation and partial extended survey ,4114602,505223,WANOER,IMPOSITION OF A CIVIL FINE CONTINUED IMPOSITION OF A STOP PLACEMENT,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Bellingham (IJ, R, Sub, CF) 5 20 19.pdf",1,FALSE,6/4/19,5/20/19,"full standard health survey, complaint investigation and extended survey ",4114602,505223,WAY4EQ,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,J,isolated deficiencies constituting immediate jeopardy to resident health and safety,,,,,,,,
"Avamere Bellingham (IJ, R, Sub, CF) 5 20 19.pdf",2,FALSE,6/4/19,5/20/19,"full standard health survey, complaint investigation and extended survey ",4114602,505223,WAY4EQ,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,
"Avamere Bellingham (IJ, R, Sub, CF) 5 20 19.pdf",3,FALSE,6/4/19,5/20/19,"full standard health survey, complaint investigation and extended survey ",4114602,505223,WAY4EQ,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,3000,
"Avamere Bellingham (IJ, R, Sub, CF) 5 20 19.pdf",3,FALSE,6/4/19,5/20/19,"full standard health survey, complaint investigation and extended survey ",4114602,505223,WAY4EQ,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-1060(3)(b),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Avamere Bellingham (IJ, R, Sub, CF) 5 20 19.pdf",4,FALSE,6/4/19,5/20/19,"full standard health survey, complaint investigation and extended survey ",4114602,505223,WAY4EQ,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,4000
"Avamere Bellingham (IJ, R, Sub, CF) 5 20 19.pdf",5,FALSE,6/4/19,5/20/19,"full standard health survey, complaint investigation and extended survey ",4114602,505223,WAY4EQ,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avamere Bellingham SFF removal 6 17.pdf,1,FALSE,6/14/17,,,4114602,Fed# 505223,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avamere Bellingham SFF.com.pdf,1,FALSE,6/12/17,,,4114602,505223,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avamere Bellingham SFF.com.pdf,2,FALSE,6/12/17,,,4114602,505223,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avamere Bellingham SFF.com.pdf,3,FALSE,6/12/17,,,4114602,505223,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avamere Heritage Rehab of Tacoma (3 OOC G Hx D prior E) 10 5 17.pdf,1,FALSE,10/18/17,10/5/17,complaint investigation ,4114039,505183,WAKRX3,,FALSE,TRUE,FALSE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
Avamere Heritage Rehab of Tacoma (3 OOC G Hx D prior E) 10 5 17.pdf,2,FALSE,10/18/17,10/5/17,complaint investigation ,4114039,505183,WAKRX3,,FALSE,FALSE,TRUE,FALSE,FALSE,E,a pattern of deficiencies that constitute no actual harm that is not immediate jeopardy,,,,,,,,
Avamere Heritage Rehab of Tacoma (3 OOC G Hx D prior E) 10 5 17.pdf,3,FALSE,10/18/17,10/5/17,complaint investigation ,4114039,505183,WAKRX3,,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-0640(3)(c),388-97-0640,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Rights,Prevention of abuse.,1000,
Avamere Heritage Rehab of Tacoma (3 OOC G Hx D prior E) 10 5 17.pdf,3,FALSE,10/18/17,10/5/17,complaint investigation ,4114039,505183,WAKRX3,,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
Avamere Heritage Rehab of Tacoma (3 OOC G Hx D prior E) 10 5 17.pdf,4,FALSE,10/18/17,10/5/17,complaint investigation ,4114039,505183,WAKRX3,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,2000
Avamere Heritage Rehab of Tacoma (3 OOC G Hx D prior E) 10 5 17.pdf,5,FALSE,10/18/17,10/5/17,complaint investigation ,4114039,505183,WAKRX3,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,1,FALSE,10/30/19,10/16/19,failed post revisit ,4114039,505183,WASJLZ,IMPOSITION OF CIVIL FINES,FALSE,TRUE,FALSE,FALSE,FALSE,E,a pattern of deficiencies that constitute no actual harm that is not immediate jeopardy,,,,,,,,
Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,2,FALSE,10/30/19,10/16/19,failed post revisit ,4114039,505183,WASJLZ,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,
Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,3,FALSE,10/30/19,10/16/19,failed post revisit ,4114039,505183,WASJLZ,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,3,FALSE,10/30/19,10/16/19,failed post revisit ,4114039,505183,WASJLZ,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1060(3)(h),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,3,FALSE,10/30/19,10/16/19,failed post revisit ,4114039,505183,WASJLZ,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,3,FALSE,10/30/19,10/16/19,failed post revisit ,4114039,505183,WASJLZ,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1060(3)(k)(i),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,4,FALSE,10/30/19,10/16/19,failed post revisit ,4114039,505183,WASJLZ,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1760(1)(2),388-97-1760,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Administration,Quality assessment and assurance.,1000,
Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,4,FALSE,10/30/19,10/16/19,failed post revisit ,4114039,505183,WASJLZ,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1000(1)(b),388-97-1000,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Assessment and Plan of Care,Resident assessment.,1000,
Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,5,FALSE,10/30/19,10/16/19,failed post revisit ,4114039,505183,WASJLZ,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,6000
Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,6,FALSE,10/30/19,10/16/19,failed post revisit ,4114039,505183,WASJLZ,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avamere Heritage Rehab of Tacoma (Hx D prior E) 9 6 17.pdf,1,FALSE,9/19/17,9/6/17,complaint investigation ,4114039,505183,WAKRX3,,FALSE,TRUE,FALSE,FALSE,FALSE,D,isolated deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
Avamere Heritage Rehab of Tacoma (Hx D prior E) 9 6 17.pdf,2,FALSE,9/19/17,9/6/17,complaint investigation ,4114039,505183,WAKRX3,,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,
Avamere Heritage Rehab of Tacoma (Hx D prior E) 9 6 17.pdf,3,FALSE,9/19/17,9/6/17,complaint investigation ,4114039,505183,WAKRX3,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
Avamere Heritage Rehab of Tacoma (Hx D prior E) 9 6 17.pdf,4,FALSE,9/19/17,9/6/17,complaint investigation ,4114039,505183,WAKRX3,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Heritage Rehab of Tacoma (Hx E, prior F) 8 31 18.pdf",1,FALSE,9/14/18,8/31/18,unannounced complaint investigation ,4114039,505183,WAYYEO,,FALSE,TRUE,FALSE,FALSE,FALSE,E,a pattern of deficiencies that constitute no actual harm that is not immediate jeopardy,,,,,,,,
"Avamere Heritage Rehab of Tacoma (Hx E, prior F) 8 31 18.pdf",2,FALSE,9/14/18,8/31/18,unannounced complaint investigation ,4114039,505183,WAYYEO,,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,
"Avamere Heritage Rehab of Tacoma (Hx E, prior F) 8 31 18.pdf",3,FALSE,9/14/18,8/31/18,unannounced complaint investigation ,4114039,505183,WAYYEO,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Heritage Rehab of Tacoma (Hx E, prior F) 8 31 18.pdf",4,FALSE,9/14/18,8/31/18,unannounced complaint investigation ,4114039,505183,WAYYEO,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Olympic of Sequim (FP, prior D, CMP, CF) 12 27 18.pdf",1,FALSE,1/9/19,12/27/18,failed post revisit ,4141701,505416,WACXTR,IMPOSITION OF CIVIL FINES,FALSE,TRUE,FALSE,FALSE,FALSE,D,isolated deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
"Avamere Olympic of Sequim (FP, prior D, CMP, CF) 12 27 18.pdf",2,FALSE,1/9/19,12/27/18,failed post revisit ,4141701,505416,WACXTR,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,
"Avamere Olympic of Sequim (FP, prior D, CMP, CF) 12 27 18.pdf",3,FALSE,1/9/19,12/27/18,failed post revisit ,4141701,505416,WACXTR,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,500,
"Avamere Olympic of Sequim (FP, prior D, CMP, CF) 12 27 18.pdf",4,FALSE,1/9/19,12/27/18,failed post revisit ,4141701,505416,WACXTR,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,500
"Avamere Olympic of Sequim (FP, prior D, CMP, CF) 12 27 18.pdf",5,FALSE,1/9/19,12/27/18,failed post revisit ,4141701,505416,WACXTR,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Olympic of Sequim (Hx F, prior D) 11 14 19.pdf",1,FALSE,11/27/19,11/14/19,full standard health survey and complaint investigation ,4113742,505327,WADiHZ,,FALSE,TRUE,FALSE,FALSE,FALSE,F,widespread deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
"Avamere Olympic of Sequim (Hx F, prior D) 11 14 19.pdf",2,FALSE,11/27/19,11/14/19,full standard health survey and complaint investigation ,4113742,505327,WADiHZ,,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,
"Avamere Olympic of Sequim (Hx F, prior D) 11 14 19.pdf",3,FALSE,11/27/19,11/14/19,full standard health survey and complaint investigation ,4113742,505327,WADiHZ,,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,
"Avamere Olympic of Sequim (Hx F, prior D) 11 14 19.pdf",4,FALSE,11/27/19,11/14/19,full standard health survey and complaint investigation ,4113742,505327,WADiHZ,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere OLympic of Sequim (IJ, R, CMP, CF) 7 17.pdf",1,FALSE,7/21/17,7/7/17,complaint investigation and partial extended survey ,4113742,505327,WAI3GM,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,FALSE,FALSE,K,a pattern of deficiencies that constitute immediate jeopardy to resident health and safety,,,,,,,,
"Avamere OLympic of Sequim (IJ, R, CMP, CF) 7 17.pdf",2,FALSE,7/21/17,7/7/17,complaint investigation and partial extended survey ,4113742,505327,WAI3GM,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
"Avamere OLympic of Sequim (IJ, R, CMP, CF) 7 17.pdf",3,FALSE,7/21/17,7/7/17,complaint investigation and partial extended survey ,4113742,505327,WAI3GM,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1060(3)(b),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,3000,
"Avamere OLympic of Sequim (IJ, R, CMP, CF) 7 17.pdf",4,FALSE,7/21/17,7/7/17,complaint investigation and partial extended survey ,4113742,505327,WAI3GM,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,3000
"Avamere OLympic of Sequim (IJ, R, CMP, CF) 7 17.pdf",5,FALSE,7/21/17,7/7/17,complaint investigation and partial extended survey ,4113742,505327,WAI3GM,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Olympic of Sequim Amended (G, CMP, CF) 10 24 18.pdf",1,FALSE,12/12/18,10/24/18,full standard health survey and complaint investigation ,4113742,505327,AWG6JN,,FALSE,FALSE,TRUE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Avamere Olympic of Sequim Amended (G, CMP, CF) 10 24 18.pdf",2,FALSE,12/12/18,10/24/18,full standard health survey and complaint investigation ,4113742,505327,AWG6JN,,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
"Avamere Olympic of Sequim Amended (G, CMP, CF) 10 24 18.pdf",3,FALSE,12/12/18,10/24/18,full standard health survey and complaint investigation ,4113742,505327,AWG6JN,,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Avamere Olympic of Sequim Amended (G, CMP, CF) 10 24 18.pdf",3,FALSE,12/12/18,10/24/18,full standard health survey and complaint investigation ,4113742,505327,AWG6JN,,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1060(3)(b),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Avamere Olympic of Sequim Amended (G, CMP, CF) 10 24 18.pdf",4,FALSE,12/12/18,10/24/18,full standard health survey and complaint investigation ,4113742,505327,AWG6JN,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,2000
"Avamere Olympic of Sequim Amended (G, CMP, CF) 10 24 18.pdf",5,FALSE,12/12/18,10/24/18,full standard health survey and complaint investigation ,4113742,505327,AWG6JN,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Rehab of Cascade Park (G, CMP, CF) 1 29 19.pdf",1,FALSE,2/12/19,1/29/19,full standard health survey ,4115081,505389,WAXSW5,,FALSE,FALSE,TRUE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Avamere Rehab of Cascade Park (G, CMP, CF) 1 29 19.pdf",2,FALSE,2/12/19,1/29/19,full standard health survey ,4115081,505389,WAXSW5,,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
"Avamere Rehab of Cascade Park (G, CMP, CF) 1 29 19.pdf",3,FALSE,2/12/19,1/29/19,full standard health survey ,4115081,505389,WAXSW5,,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1060(3)(h)(i),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1500,
"Avamere Rehab of Cascade Park (G, CMP, CF) 1 29 19.pdf",4,FALSE,2/12/19,1/29/19,full standard health survey ,4115081,505389,WAXSW5,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,1500
"Avamere Rehab of Cascade Park (G, CMP, CF) 1 29 19.pdf",5,FALSE,2/12/19,1/29/19,full standard health survey ,4115081,505389,WAXSW5,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Avamere Rehab of Cascade Park (GG, CMP, CF) 5 29 19.pdf",1,FALSE,6/7/19,5/29/19,complaint investigation ,4115081,505389,WA0EY2,IMPOSITION OF CIVIL FINES,TRUE,FALSE,FALSE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
