pdf_name,manual_cms_number,facility_name,letter_dt,survey_dt,survey_type,wac_short,wac_long,section,cmp_item,cmp_agg,finding_code,action,fed_enforcement,nc_hist,epoc,state_rem,appeal_rights
"Cheney Care Center (3OOC G, CF, CMP, prior D prior D) 11 05 19.pdf",505346,CHENEY CARE CENTER,2019-11-19,2019-11-05,unannounced complaint investigation ,,,,,,D,IMPOSITION OF A CIVIL FINE,False,False,True,False,False
"Cheney Care Center (3OOC G, CF, CMP, prior D prior D) 11 05 19.pdf",505346,CHENEY CARE CENTER,2019-11-19,2019-11-05,unannounced complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1000.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,True
"Cheney Care Center (3OOC G, CF, CMP, prior D prior D) 11 05 19.pdf",505346,CHENEY CARE CENTER,2019-11-19,2019-11-05,unannounced complaint investigation ,,,,,1000.0,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Cheney Care Center (3OOC G, CF, CMP, prior D prior D) 11 05 19.pdf",505346,CHENEY CARE CENTER,2019-11-19,2019-11-05,unannounced complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Cheney Care Center (G, CMP, CF) 9 8 17.pdf",505346,CHENEY CARE CENTER,2017-09-21,2017-09-08,complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,False,False,True,False,False
"Cheney Care Center (G, CMP, CF) 9 8 17.pdf",505346,CHENEY CARE CENTER,2017-09-21,2017-09-08,complaint investigation ,388-97-1620,388-97-1620(2)(b),Administration,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,False,True,False
"Cheney Care Center (G, CMP, CF) 9 8 17.pdf",505346,CHENEY CARE CENTER,2017-09-21,2017-09-08,complaint investigation ,388-97-1060,388-97-1060(1),Quality of Care,1500.0,,,IMPOSITION OF CIVIL FINES,False,False,False,False,True
"Cheney Care Center (G, CMP, CF) 9 8 17.pdf",505346,CHENEY CARE CENTER,2017-09-21,2017-09-08,complaint investigation ,,,,,2500.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Cheney Care Center (G, CMP, CF) 9 8 17.pdf",505346,CHENEY CARE CENTER,2017-09-21,2017-09-08,complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Cheney Care Center (GG, CMP, CF) 5 10 18.pdf",505346,CHENEY CARE CENTER,2018-05-24,2018-05-10,unannounced health survey ,,,,,,G,IMPOSITION OF CIVIL FINES,True,False,False,False,False
"Cheney Care Center (GG, CMP, CF) 5 10 18.pdf",505346,CHENEY CARE CENTER,2018-05-24,2018-05-10,unannounced health survey ,388-97-1060,388-97-1060(3)(b),Quality of Care,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,True,True,True
"Cheney Care Center (GG, CMP, CF) 5 10 18.pdf",505346,CHENEY CARE CENTER,2018-05-24,2018-05-10,unannounced health survey ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Cheney Care Center (GG, CMP, CF) 5 10 18.pdf",505346,CHENEY CARE CENTER,2018-05-24,2018-05-10,unannounced health survey ,,,,,1000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
Cheney Care Center (Hx D prior D) 10 11 19.pdf,505346,CHENEY CARE CENTER,2019-10-23,2019-10-11,unannounced complaint investigation ,,,,,,D,,False,True,False,False,False
Cheney Care Center (Hx D prior D) 10 11 19.pdf,505346,CHENEY CARE CENTER,2019-10-23,2019-10-11,unannounced complaint investigation ,,,,,,,,False,False,True,True,False
Cheney Care Center (Hx D prior D) 10 11 19.pdf,505346,CHENEY CARE CENTER,2019-10-23,2019-10-11,unannounced complaint investigation ,,,,,,,,False,False,False,False,True
Cheney Care Center (Hx D prior D) 10 11 19.pdf,505346,CHENEY CARE CENTER,2019-10-23,2019-10-11,unannounced complaint investigation ,,,,,,,,False,False,False,False,False
"Cheney Care Center (Hx G prior D, CMp, CF) 1 30 20.pdf",505346,CHENEY CARE CENTER,2020-02-13,2020-01-30,full standard health survey and complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,False,True,False,False,False
"Cheney Care Center (Hx G prior D, CMp, CF) 1 30 20.pdf",505346,CHENEY CARE CENTER,2020-02-13,2020-01-30,full standard health survey and complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,True,False,False
"Cheney Care Center (Hx G prior D, CMp, CF) 1 30 20.pdf",505346,CHENEY CARE CENTER,2020-02-13,2020-01-30,full standard health survey and complaint investigation ,388-97-1060,388-97-1060(3)(c),Quality of Care,1500.0,,,IMPOSITION OF CIVIL FINES,False,False,False,True,True
"Cheney Care Center (Hx G prior D, CMp, CF) 1 30 20.pdf",505346,CHENEY CARE CENTER,2020-02-13,2020-01-30,full standard health survey and complaint investigation ,,,,,1500.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Cheney Care Center (Hx G prior D, CMp, CF) 1 30 20.pdf",505346,CHENEY CARE CENTER,2020-02-13,2020-01-30,full standard health survey and complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
CHENEY CARE CENTER (IJA - LIFT SP - CONT OOC) MAR 14.pdf,505406,CHRISTIAN HEALTH CARE CENTER,2018-03-22,2018-03-08,unannounced full standard health survey and extended survey and complaint investigation ,,,,,,K,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
CHENEY CARE CENTER (IJA - LIFT SP - CONT OOC) MAR 14.pdf,505406,CHRISTIAN HEALTH CARE CENTER,2018-03-22,2018-03-08,unannounced full standard health survey and extended survey and complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,True,False,False
CHENEY CARE CENTER (IJA - LIFT SP - CONT OOC) MAR 14.pdf,505406,CHRISTIAN HEALTH CARE CENTER,2018-03-22,2018-03-08,unannounced full standard health survey and extended survey and complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,3000.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,True
CHENEY CARE CENTER (IJA - LIFT SP - CONT OOC) MAR 14.pdf,505406,CHRISTIAN HEALTH CARE CENTER,2018-03-22,2018-03-08,unannounced full standard health survey and extended survey and complaint investigation ,,,,,3000.0,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
CHENEY CARE CENTER (IJA - LIFT SP - CONT OOC) MAR 14.pdf,505406,CHRISTIAN HEALTH CARE CENTER,2018-03-22,2018-03-08,unannounced full standard health survey and extended survey and complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Cheney Care Center Amended by hearing 2 (G, CMP, CF) 9 8 17.pdf",505346,CHENEY CARE CENTER,2018-08-22,2017-09-08,complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,True,False,False
"Cheney Care Center Amended by hearing 2 (G, CMP, CF) 9 8 17.pdf",505346,CHENEY CARE CENTER,2018-08-22,2017-09-08,complaint investigation ,388-97-1620,388-97-1620(2)(b),Administration,1000.0,2500.0,,IMPOSITION OF CIVIL FINES,False,False,False,True,False
"Cheney Care Center Amended by hearing 2 (G, CMP, CF) 9 8 17.pdf",505346,CHENEY CARE CENTER,2018-08-22,2017-09-08,complaint investigation ,388-97-1060,388-97-1060(1),Quality of Care,1500.0,2500.0,,IMPOSITION OF CIVIL FINES,False,False,False,True,False
"Cheney Care Center Amended by hearing 2 (G, CMP, CF) 9 8 17.pdf",505346,CHENEY CARE CENTER,2018-08-22,2017-09-08,complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Christian Health Care Center (GG, CMP, CF) 4 17.pdf",505406,CHRISTIAN HEALTH CARE CENTER,2017-04-03,2017-03-20,complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,True,False,False,False,False
"Christian Health Care Center (GG, CMP, CF) 4 17.pdf",505406,CHRISTIAN HEALTH CARE CENTER,2017-04-03,2017-03-20,complaint investigation ,388-97-0640,388-97-0640(1),Resident Rights,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,False,True,True
"Christian Health Care Center (GG, CMP, CF) 4 17.pdf",505406,CHRISTIAN HEALTH CARE CENTER,2017-04-03,2017-03-20,complaint investigation ,,,,,1000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Christian Health Care Center (GG, CMP, CF) 4 17.pdf",505406,CHRISTIAN HEALTH CARE CENTER,2017-04-03,2017-03-20,complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Colonial Vista (G, CMP, CF) 3 17.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2017-03-02,2017-02-17,full standard health survey and complaint investigation ,,,,,,G,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Colonial Vista (G, CMP, CF) 3 17.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2017-03-02,2017-02-17,full standard health survey and complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Colonial Vista (G, CMP, CF) 3 17.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2017-03-02,2017-02-17,full standard health survey and complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1000.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,True
"Colonial Vista (G, CMP, CF) 3 17.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2017-03-02,2017-02-17,full standard health survey and complaint investigation ,,,,,2000.0,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Colonial Vista (GG, CMP, CF) 3 20 18.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2018-03-28,2018-03-20,unannounced complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,True,False,False,False,False
"Colonial Vista (GG, CMP, CF) 3 20 18.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2018-03-28,2018-03-20,unannounced complaint investigation ,388-97-1060,388-97-1060(3)(b),Quality of Care,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,True,True,True
"Colonial Vista (GG, CMP, CF) 3 20 18.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2018-03-28,2018-03-20,unannounced complaint investigation ,,,,,1000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Colonial Vista (GG, CMP, CF) 3 20 18.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2018-03-28,2018-03-20,unannounced complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Colonial Vista (GG, CMP, CF) 5 9 18.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2018-05-18,2018-05-09,full standard health survey and complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,True,False,False,False,False
"Colonial Vista (GG, CMP, CF) 5 9 18.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2018-05-18,2018-05-09,full standard health survey and complaint investigation ,388-97-1060,388-97-1060(1),Quality of Care,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,True,True,True
"Colonial Vista (GG, CMP, CF) 5 9 18.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2018-05-18,2018-05-09,full standard health survey and complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Colonial Vista (GG, CMP, CF) 5 9 18.pdf",505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2018-05-18,2018-05-09,full standard health survey and complaint investigation ,,,,,1000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
Colonial Vista Care Centers (D prior F) 9 5 19.pdf,505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2019-09-16,2019-09-05,unannounced complaint investigation ,,,,,,D,,False,True,False,False,False
Colonial Vista Care Centers (D prior F) 9 5 19.pdf,505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2019-09-16,2019-09-05,unannounced complaint investigation ,,,,,,,,False,False,True,True,False
Colonial Vista Care Centers (D prior F) 9 5 19.pdf,505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2019-09-16,2019-09-05,unannounced complaint investigation ,,,,,,,,False,False,False,False,True
Colonial Vista Care Centers (D prior F) 9 5 19.pdf,505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,2019-09-16,2019-09-05,unannounced complaint investigation ,,,,,,,,False,False,False,False,False
"Columbia Basin Hospital (G, CMP) 7 17.pdf",50A181,COLUMBIA BASIN HOSPITAL,2017-07-25,2017-07-17,complaint investigation ,,,,,,G,,False,False,True,False,False
"Columbia Basin Hospital (G, CMP) 7 17.pdf",50A181,COLUMBIA BASIN HOSPITAL,2017-07-25,2017-07-17,complaint investigation ,,,,,,,,False,False,False,True,True
"Columbia Basin Hospital (G, CMP) 7 17.pdf",50A181,COLUMBIA BASIN HOSPITAL,2017-07-25,2017-07-17,complaint investigation ,,,,,,,,False,False,False,False,False
"Columbia Basin Hospital (G, CMP, CF) 6 4 19.pdf",50A181,COLUMBIA BASIN HOSPITAL,2019-06-14,2019-06-04,unannounced complaint investigation ,,,,,,G,IMPOSITION OF A CIVIL FINE,False,False,True,False,False
"Columbia Basin Hospital (G, CMP, CF) 6 4 19.pdf",50A181,COLUMBIA BASIN HOSPITAL,2019-06-14,2019-06-04,unannounced complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1000.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,False
"Columbia Basin Hospital (G, CMP, CF) 6 4 19.pdf",50A181,COLUMBIA BASIN HOSPITAL,2019-06-14,2019-06-04,unannounced complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,True
"Columbia Basin Hospital (G, CMP, CF) 6 4 19.pdf",50A181,COLUMBIA BASIN HOSPITAL,2019-06-14,2019-06-04,unannounced complaint investigation ,,,,,1000.0,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Columbia Crest Center (G, CMP, CF) 11 08 18.pdf",505320,COLUMBIA CREST CENTER,2018-11-27,2018-11-08,full standard health survey ,,,,,,G,IMPOSITION OF CIVIL FINES,False,False,True,False,False
"Columbia Crest Center (G, CMP, CF) 11 08 18.pdf",505320,COLUMBIA CREST CENTER,2018-11-27,2018-11-08,full standard health survey ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,True,False
"Columbia Crest Center (G, CMP, CF) 11 08 18.pdf",505320,COLUMBIA CREST CENTER,2018-11-27,2018-11-08,full standard health survey ,388-97-1060,388-97-1060(3)(g),Quality of Care,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,False,False,True
"Columbia Crest Center (G, CMP, CF) 11 08 18.pdf",505320,COLUMBIA CREST CENTER,2018-11-27,2018-11-08,full standard health survey ,,,,,1000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Columbia Crest Center (G, CMP, CF) 11 08 18.pdf",505320,COLUMBIA CREST CENTER,2018-11-27,2018-11-08,full standard health survey ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Columbia Crest Center (GG, CMP, CF) 4 24 19.pdf",505320,COLUMBIA CREST CENTER,2019-05-03,2019-04-24,unannounced complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,True,False,False,False,False
"Columbia Crest Center (GG, CMP, CF) 4 24 19.pdf",505320,COLUMBIA CREST CENTER,2019-05-03,2019-04-24,unannounced complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,True,True,True
"Columbia Crest Center (GG, CMP, CF) 4 24 19.pdf",505320,COLUMBIA CREST CENTER,2019-05-03,2019-04-24,unannounced complaint investigation ,,,,,1000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Columbia Crest Center (GG, CMP, CF) 4 24 19.pdf",505320,COLUMBIA CREST CENTER,2019-05-03,2019-04-24,unannounced complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Columbia Crest Center (HX D, prior GG, CMP) 5 29 19.pdf",505320,COLUMBIA CREST CENTER,2019-06-07,2019-05-29,complaint investigation ,,,,,,D,,True,True,False,False,False
"Columbia Crest Center (HX D, prior GG, CMP) 5 29 19.pdf",505320,COLUMBIA CREST CENTER,2019-06-07,2019-05-29,complaint investigation ,,,,,,,,False,False,True,True,False
"Columbia Crest Center (HX D, prior GG, CMP) 5 29 19.pdf",505320,COLUMBIA CREST CENTER,2019-06-07,2019-05-29,complaint investigation ,,,,,,,,False,False,False,False,True
"Columbia Crest Center (HX D, prior GG, CMP) 5 29 19.pdf",505320,COLUMBIA CREST CENTER,2019-06-07,2019-05-29,complaint investigation ,,,,,,,,False,False,False,False,False
"Columbia Lutheran Home (G, CMP, CF) 5 17.pdf",505470,COLUMBIA LUTHERAN HOME,2017-05-12,2017-05-01,full standard health survey ,,,,,,G,,False,False,True,False,False
"Columbia Lutheran Home (G, CMP, CF) 5 17.pdf",505470,COLUMBIA LUTHERAN HOME,2017-05-12,2017-05-01,full standard health survey ,,,,,,,,False,False,False,True,False
"Columbia Lutheran Home (G, CMP, CF) 5 17.pdf",505470,COLUMBIA LUTHERAN HOME,2017-05-12,2017-05-01,full standard health survey ,388-97-1060,388-97-1060(3)(k),Quality of Care,2000.0,,,,False,False,False,False,True
"Columbia Lutheran Home (G, CMP, CF) 5 17.pdf",505470,COLUMBIA LUTHERAN HOME,2017-05-12,2017-05-01,full standard health survey ,,,,,2000.0,,,False,False,False,False,False
"Columbia Lutheran Home (G, CMP, CF) 5 17.pdf",505470,COLUMBIA LUTHERAN HOME,2017-05-12,2017-05-01,full standard health survey ,,,,,,,,False,False,False,False,False
"Columbia Lutheran Home (GG, CMP, CF) 6 5 18.pdf",505470,COLUMBIA LUTHERAN HOME,2018-06-19,2018-06-05,unannounced long term care health survey and complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,True,False,False,False,False
"Columbia Lutheran Home (GG, CMP, CF) 6 5 18.pdf",505470,COLUMBIA LUTHERAN HOME,2018-06-19,2018-06-05,unannounced long term care health survey and complaint investigation ,388-97-1060,388-97-1060(3)(b),Quality of Care,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,True,True,False
"Columbia Lutheran Home (GG, CMP, CF) 6 5 18.pdf",505470,COLUMBIA LUTHERAN HOME,2018-06-19,2018-06-05,unannounced long term care health survey and complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,False,False,True
"Columbia Lutheran Home (GG, CMP, CF) 6 5 18.pdf",505470,COLUMBIA LUTHERAN HOME,2018-06-19,2018-06-05,unannounced long term care health survey and complaint investigation ,,,,,2000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Columbia Lutheran Home (GG, CMP, CF) 6 5 18.pdf",505470,COLUMBIA LUTHERAN HOME,2018-06-19,2018-06-05,unannounced long term care health survey and complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Columbia Lutheran Home (Hx G prior G, CMP, CF) 5 17.pdf",505470,COLUMBIA LUTHERAN HOME,2017-05-22,2017-05-15,complaint investigation ,,,,,,G,IMPOSITION OF A CIVIL FINE,False,True,False,False,False
"Columbia Lutheran Home (Hx G prior G, CMP, CF) 5 17.pdf",505470,COLUMBIA LUTHERAN HOME,2017-05-22,2017-05-15,complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1000.0,,,IMPOSITION OF A CIVIL FINE,False,False,True,True,True
"Columbia Lutheran Home (Hx G prior G, CMP, CF) 5 17.pdf",505470,COLUMBIA LUTHERAN HOME,2017-05-22,2017-05-15,complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Columbia Lutheran Home (Hx G prior G, CMP, CF) 5 17.pdf",505470,COLUMBIA LUTHERAN HOME,2017-05-22,2017-05-15,complaint investigation ,,,,,1000.0,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"ColVille Tribal (GG, CMP, CF) 1 8 17.pdf",505412,COLVILLE TRIBAL CONVALESCENT C,2017-11-20,2017-11-08,full standard health survey ,,,,,,G,,True,False,False,False,False
"ColVille Tribal (GG, CMP, CF) 1 8 17.pdf",505412,COLVILLE TRIBAL CONVALESCENT C,2017-11-20,2017-11-08,full standard health survey ,,,,,,,,False,False,True,True,True
"ColVille Tribal (GG, CMP, CF) 1 8 17.pdf",505412,COLVILLE TRIBAL CONVALESCENT C,2017-11-20,2017-11-08,full standard health survey ,,,,,,,,False,False,False,False,False
"Colville Tribal (Hx D, prior G, CMP) 1 3 19.pdf",505412,COLVILLE TRIBAL CONVALESCENT C,2019-01-11,2019-01-03,failed post revisit ,,,,,,D,IMPOSITION OF CIVIL FINES,False,True,False,False,False
"Colville Tribal (Hx D, prior G, CMP) 1 3 19.pdf",505412,COLVILLE TRIBAL CONVALESCENT C,2019-01-11,2019-01-03,failed post revisit ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,True,False,False
"Colville Tribal (Hx D, prior G, CMP) 1 3 19.pdf",505412,COLVILLE TRIBAL CONVALESCENT C,2019-01-11,2019-01-03,failed post revisit ,388-97-1060,388-97-1060(3)(g),Quality of Care,500.0,,,IMPOSITION OF CIVIL FINES,False,False,False,True,True
"Colville Tribal (Hx D, prior G, CMP) 1 3 19.pdf",505412,COLVILLE TRIBAL CONVALESCENT C,2019-01-11,2019-01-03,failed post revisit ,,,,,500.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Colville Tribal (Hx D, prior G, CMP) 1 3 19.pdf",505412,COLVILLE TRIBAL CONVALESCENT C,2019-01-11,2019-01-03,failed post revisit ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Corwin Center at Emerald Heights (G, CMP, CF) 6 3 19.pdf",505478,CORWIN CENTER AT EMERALD HEIGHTS,2019-06-17,2019-06-03,full standard health survey ,,,,,,G,IMPOSITION OF A CIVIL FINE,False,False,True,False,False
"Corwin Center at Emerald Heights (G, CMP, CF) 6 3 19.pdf",505478,CORWIN CENTER AT EMERALD HEIGHTS,2019-06-17,2019-06-03,full standard health survey ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,False
"Corwin Center at Emerald Heights (G, CMP, CF) 6 3 19.pdf",505478,CORWIN CENTER AT EMERALD HEIGHTS,2019-06-17,2019-06-03,full standard health survey ,388-97-1060,388-97-1060(3)(g),Quality of Care,1000.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,True
"Corwin Center at Emerald Heights (G, CMP, CF) 6 3 19.pdf",505478,CORWIN CENTER AT EMERALD HEIGHTS,2019-06-17,2019-06-03,full standard health survey ,,,,,1000.0,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Corwin Center at Emerald Heights (G, CMP, CF) 6 3 19.pdf",505478,CORWIN CENTER AT EMERALD HEIGHTS,2019-06-17,2019-06-03,full standard health survey ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Cottesmore of Life Care  (E prior G, CMP, CF) 2 22 19.pdf",505499,COTTESMORE OF LIFE CARE,2019-03-06,2019-02-22,full standard health survey and complaint investigation ,,,,,,E,,False,True,False,False,False
"Cottesmore of Life Care  (E prior G, CMP, CF) 2 22 19.pdf",505499,COTTESMORE OF LIFE CARE,2019-03-06,2019-02-22,full standard health survey and complaint investigation ,,,,,,,,False,False,True,True,False
"Cottesmore of Life Care  (E prior G, CMP, CF) 2 22 19.pdf",505499,COTTESMORE OF LIFE CARE,2019-03-06,2019-02-22,full standard health survey and complaint investigation ,,,,,,,,False,False,False,False,True
"Cottesmore of Life Care  (E prior G, CMP, CF) 2 22 19.pdf",505499,COTTESMORE OF LIFE CARE,2019-03-06,2019-02-22,full standard health survey and complaint investigation ,,,,,,,,False,False,False,False,False
"Cottesmore of Life Care  (G, CMP, CF) 1 25 19.pdf",505499,COTTESMORE OF LIFE CARE,2019-02-07,2019-01-25,unannounced complaint investigation ,,,,,,G,,False,False,True,False,False
"Cottesmore of Life Care  (G, CMP, CF) 1 25 19.pdf",505499,COTTESMORE OF LIFE CARE,2019-02-07,2019-01-25,unannounced complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1500.0,,,,False,False,False,True,False
"Cottesmore of Life Care  (G, CMP, CF) 1 25 19.pdf",505499,COTTESMORE OF LIFE CARE,2019-02-07,2019-01-25,unannounced complaint investigation ,,,,,,,,False,False,False,False,True
"Cottesmore of Life Care  (G, CMP, CF) 1 25 19.pdf",505499,COTTESMORE OF LIFE CARE,2019-02-07,2019-01-25,unannounced complaint investigation ,,,,,1500.0,,,False,False,False,False,False
"Cottesmore of Life Care  (G, CMP, CF) 1 25 19.pdf",505499,COTTESMORE OF LIFE CARE,2019-02-07,2019-01-25,unannounced complaint investigation ,,,,,,,,False,False,False,False,False
"Covenant Shore Health Center (G, CMP, CF) 12 05 19.pdf",505504,COVENANT SHORES HEALTH CENTER,2019-12-19,2019-12-05,unannounced complaint investigation ,,,,,,G,IMPOSITION OF A CIVIL FINE,False,False,True,False,False
"Covenant Shore Health Center (G, CMP, CF) 12 05 19.pdf",505504,COVENANT SHORES HEALTH CENTER,2019-12-19,2019-12-05,unannounced complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1500.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,False
"Covenant Shore Health Center (G, CMP, CF) 12 05 19.pdf",505504,COVENANT SHORES HEALTH CENTER,2019-12-19,2019-12-05,unannounced complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,True
"Covenant Shore Health Center (G, CMP, CF) 12 05 19.pdf",505504,COVENANT SHORES HEALTH CENTER,2019-12-19,2019-12-05,unannounced complaint investigation ,,,,,1500.0,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Covenant Shore Health Center (G, CMP, CF) 12 05 19.pdf",505504,COVENANT SHORES HEALTH CENTER,2019-12-19,2019-12-05,unannounced complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Covenant Shores (GG, CMP, CF) 3 8 18.pdf",505504,COVENANT SHORES HEALTH CENTER,2018-03-20,2018-03-08,unannounced complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,True,False,False,False,False
"Covenant Shores (GG, CMP, CF) 3 8 18.pdf",505504,COVENANT SHORES HEALTH CENTER,2018-03-20,2018-03-08,unannounced complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,True,True,True
"Covenant Shores (GG, CMP, CF) 3 8 18.pdf",505504,COVENANT SHORES HEALTH CENTER,2018-03-20,2018-03-08,unannounced complaint investigation ,,,,,1000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Covenant Shores (GG, CMP, CF) 3 8 18.pdf",505504,COVENANT SHORES HEALTH CENTER,2018-03-20,2018-03-08,unannounced complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Covenant Shores (K, SUB, CMP, CF ) 4 17.doc.pdf",505504,COVENANT SHORES HEALTH CENTER,2017-04-19,2017-04-05,unannounced quality indicator survey ,,,,,,K,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Covenant Shores (K, SUB, CMP, CF ) 4 17.doc.pdf",505504,COVENANT SHORES HEALTH CENTER,2017-04-19,2017-04-05,unannounced quality indicator survey ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,True,False,False
"Covenant Shores (K, SUB, CMP, CF ) 4 17.doc.pdf",505504,COVENANT SHORES HEALTH CENTER,2017-04-19,2017-04-05,unannounced quality indicator survey ,388-97-1060,388-97-1060(3)(g),Quality of Care,3000.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,True
