facility_name,facility_id,eventid,inspection_dt,tag,tag_group_num,tag_group_name,tag_old_new,severity_code,severity_desc,complaint,standard
BALLARD  CENTER,505042,BKD211,2020-02-26,600,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,604,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,607,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,609,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,610,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,623,483.15,"Admission, Transfer and Discharge",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,636,483.20,Resident Assessment and Plan of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,637,483.20,Resident Assessment and Plan of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,641,483.20,Resident Assessment and Plan of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,655,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,656,483.21,Comprehensive Resident Centered Care Plans,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,677,483.24,Quality of Life,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,684,483.25,Quality of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,688,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,689,483.25,Quality of Care,New,G,Actual harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,690,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,692,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,693,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,695,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,697,483.25,Quality of Care,New,G,Actual harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,725,483.35,Nursing Services,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,730,483.35,Nursing Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,744,483.40,Behavioral Health Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,755,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,756,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,757,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,758,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,761,483.45,Pharmacy Services,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,803,483.60,Food Services Areas,New,F,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Widespread,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,804,483.60,Food Services Areas,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,812,483.60,Food Services Areas,New,F,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Widespread,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,813,483.60,Food Services Areas,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,838,483.70,Administration,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,880,483.80,Infection Control,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,943,483.95,Training Requirements,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
BALLARD  CENTER,505042,BKD211,2020-02-26,947,483.95,Training Requirements,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,1KRR11,2017-05-26,309,483.25,Quality of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,1KRR11,2017-05-26,441,483.80,Infection Control,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,VBS011,2018-06-11,684,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,VBS011,2018-06-11,689,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,VBS011,2018-06-11,690,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,VBS011,2018-06-11,695,483.25,Quality of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,VBS011,2018-06-11,812,483.60,Food Services Areas,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,VBS011,2018-06-11,880,483.80,Infection Control,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,2FW611,2019-04-05,578,483.10,Resident Rights,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,2FW611,2019-04-05,609,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,2FW611,2019-04-05,610,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,2FW611,2019-04-05,623,483.15,"Admission, Transfer and Discharge",New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,2FW611,2019-04-05,684,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PANORAMA CITY CONV & REHAB CTR,505059,2FW611,2019-04-05,812,483.60,Food Services Areas,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,226,483.12,"Freedom from Abuse, Neglect, and Exploitation",Old,H,Actual harm that is not immediate jeopardy - Pattern,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,241,483.10,Resident Rights,Old,G,Actual harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,309,483.25,Quality of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,315,483.25,Quality of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,323,483.25,Quality of Care,Old,G,Actual harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,333,483.45,Pharmacy Services,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,490,483.70,Administration,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,493,483.70,Administration,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,497,483.35,Nursing Services,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,498,483.35,Nursing Services,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,502,483.50,"Laboratory, Radiology, and Other Diagnostic Services",Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,514,483.70,Administration,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,XKCL11,2017-04-13,520,483.75,Quality Assurance and Performance Improvement,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,154,483.10,Resident Rights,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,155,483.10,Resident Rights,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,226,483.12,"Freedom from Abuse, Neglect, and Exploitation",Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,241,483.10,Resident Rights,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,247,483.10,Resident Rights,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,252,483.10,Resident Rights,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,257,483.10,Resident Rights,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,272,483.20,Resident Assessment and Plan of Care,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,312,483.24,Quality of Life,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,314,483.25,Quality of Care,Old,G,Actual harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,323,483.25,Quality of Care,Old,K,Immediate jeopardy to resident health or safety - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,329,483.45,Pharmacy Services,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,334,483.80,Infection Control,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,371,483.60,Food Services Areas,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,425,483.45,Pharmacy Services,Old,J,Immediate jeopardy to resident health or safety - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,431,483.45,Pharmacy Services,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,490,483.70,Administration,Old,H,Actual harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,504,483.50,"Laboratory, Radiology, and Other Diagnostic Services",Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,1.0
CRISTA REHAB & SKILLED CARE,505069,LGJ911,2017-06-30,514,483.70,Administration,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,ZR1I11,2017-12-13,655,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,ZR1I11,2017-12-13,658,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,ZR1I11,2017-12-13,684,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,ZR1I11,2017-12-13,694,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,YYND11,2018-01-26,602,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,O8BT11,2018-02-08,551,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,O8BT11,2018-02-08,607,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,O8BT11,2018-02-08,656,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,O8BT11,2018-02-08,745,483.40,Behavioral Health Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,578,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,580,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,582,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,584,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,607,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,623,483.15,"Admission, Transfer and Discharge",New,C,No actual harm with potential for minimal harm - Widespread,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,625,483.15,"Admission, Transfer and Discharge",New,C,No actual harm with potential for minimal harm - Widespread,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,645,483.20,Resident Assessment and Plan of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,656,483.21,Comprehensive Resident Centered Care Plans,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,676,483.24,Quality of Life,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,677,483.24,Quality of Life,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,679,483.24,Quality of Life,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,684,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,686,483.25,Quality of Care,New,G,Actual harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,689,483.25,Quality of Care,New,G,Actual harm that is not immediate jeopardy - Isolated,1.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,690,483.25,Quality of Care,New,G,Actual harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,692,483.25,Quality of Care,New,G,Actual harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,726,483.35,Nursing Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,755,483.45,Pharmacy Services,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,758,483.45,Pharmacy Services,New,G,Actual harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,761,483.45,Pharmacy Services,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,812,483.60,Food Services Areas,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,50BO11,2018-06-21,880,483.80,Infection Control,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,F5BI11,2018-10-31,604,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,F5BI11,2018-10-31,623,483.15,"Admission, Transfer and Discharge",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,F5BI11,2018-10-31,745,483.40,Behavioral Health Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,8Z0C11,2019-03-19,689,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,JJS511,2019-04-03,610,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,JJS511,2019-04-03,656,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,KMMS11,2019-07-03,660,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,578,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,580,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,623,483.15,"Admission, Transfer and Discharge",New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,637,483.20,Resident Assessment and Plan of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,641,483.20,Resident Assessment and Plan of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,656,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,657,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,677,483.24,Quality of Life,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,679,483.24,Quality of Life,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,684,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,688,483.25,Quality of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,690,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,697,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,698,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,700,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,744,483.40,Behavioral Health Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,761,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,BFSZ11,2019-10-11,880,483.80,Infection Control,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
CRISTA REHAB & SKILLED CARE,505069,EYD711,2019-11-04,626,483.15,"Admission, Transfer and Discharge",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
LIFE CARE CENTER OF RICHLAND,505070,WLHF11,2017-05-31,226,483.12,"Freedom from Abuse, Neglect, and Exploitation",Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
LIFE CARE CENTER OF RICHLAND,505070,WLHF11,2017-05-31,314,483.25,Quality of Care,Old,G,Actual harm that is not immediate jeopardy - Isolated,1.0,0.0
LIFE CARE CENTER OF RICHLAND,505070,X37Q11,2017-06-21,323,483.25,Quality of Care,Old,G,Actual harm that is not immediate jeopardy - Isolated,1.0,0.0
LIFE CARE CENTER OF RICHLAND,505070,01MR11,2017-08-30,250,483.40,Behavioral Health Services,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
LIFE CARE CENTER OF RICHLAND,505070,01MR11,2017-08-30,309,483.25,Quality of Care,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
LIFE CARE CENTER OF RICHLAND,505070,01MR11,2017-08-30,314,483.25,Quality of Care,Old,G,Actual harm that is not immediate jeopardy - Isolated,0.0,1.0
LIFE CARE CENTER OF RICHLAND,505070,01MR11,2017-08-30,315,483.25,Quality of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
LIFE CARE CENTER OF RICHLAND,505070,01MR11,2017-08-30,329,483.45,Pharmacy Services,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
LIFE CARE CENTER OF RICHLAND,505070,01MR11,2017-08-30,332,483.45,Pharmacy Services,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
